,ID radar,range,bearbing,timestamp,h?p nh?t,length,lat ,lon,lat_new,lon_new,,,,,,
Radar,1127,10152,3.38007,61872828,1,60,,,20.61748442,106.7564696,,,,,,
Radar,1127,10153.2,3.37967,61882826,1,60,,,20.61746534,106.7565048,,,,,,
Radar,1127,10152,3.37952,61892824,1,57,,,20.61747259,106.7565217,,,,,,
Radar,1127,10149.1,3.37892,61902838,1,22,,,20.61748503,106.7565851,,,,,,
Radar,1127,10150.3,3.37934,61912840,1,60,,,20.61748356,106.7565426,,,,,,
Radar,1127,10150.2,3.37952,61922822,1,52,,,20.6174883,106.7565258,,,,,,
Radar,1127,10151.2,3.37982,61932839,1,57,,,20.61748602,106.7564951,,,,,,
Radar,1127,10147.6,3.37904,61942835,1,60,,,20.6175007,106.7565772,,,,,,
Radar,1127,10150.4,3.37979,61952828,1,65,,,20.61749236,106.7564998,,,,,,
Radar,1127,10151.5,3.38017,61962838,1,27,,,20.61749094,106.7564613,,,,,,
Radar,1127,10152.2,3.38125,61972857,1,67,,,20.61750816,106.7563574,,,,,,
Radar,1127,10150.3,3.3803,61982851,1,30,,,20.61750422,106.7564517,,,,,,
Radar,1127,10155.5,3.38052,61992835,1,72,,,20.61746358,106.756419,,,,,,
Radar,1127,10158.1,3.38065,62002856,1,77,,,20.61744369,106.7564008,,,,,,
Radar,1127,10157.4,3.38072,62012851,1,77,,,20.61745132,106.7563958,,,,,,
Radar,1127,10157.6,3.38076,62022855,1,77,,,20.61745043,106.7563915,,,,,,
Radar,1127,10157.5,3.38062,62032874,1,70,,,20.61744828,106.756405,,,,,,
Radar,1127,10159.4,3.3807,62042852,1,80,,,20.61743343,106.7563931,,,,,,
Radar,1127,10161.8,3.38078,62052857,1,75,,,20.61741421,106.7563801,,,,,,
Radar,1127,10161.3,3.38085,62062856,1,75,,,20.61742009,106.7563746,,,,,,
Radar,1127,10159.6,3.38073,62072867,1,67,,,20.61743233,106.7563898,,,,,,
Radar,1127,10161.6,3.38098,62082869,1,72,,,20.61742028,106.7563616,,,,,,
Radar,1127,10166.4,3.38115,62092910,1,75,,,20.61738208,106.7563345,,,,,,
Radar,1127,10162.2,3.38042,62102875,1,30,,,20.61740294,106.7564133,,,,,,
Radar,1127,10165.4,3.38037,62112871,1,75,,,20.61737393,106.7564108,,,,,,
Radar,1127,10166.5,3.38053,62122876,1,70,,,20.61736779,106.7563931,,,,,,
Radar,1127,10172.7,3.38067,62132870,1,67,,,20.6173167,106.7563657,,,,,,
Radar,1127,10174.6,3.38045,62142881,1,65,,,20.61729536,106.7563823,,,,,,
Radar,1127,10178.8,3.38081,62152887,1,70,,,20.6172665,106.7563386,,,,,,
Radar,1127,10177.9,3.38006,62162876,1,57,,,20.61725813,106.7564118,,,,,,
Radar,1127,10176.6,3.37918,62172876,1,25,,,20.61725051,106.7564984,,,,,,
Radar,1127,10180.8,3.37976,62182869,1,65,,,20.61722634,106.7564337,,,,,,
Radar,1127,10183.7,3.38008,62192901,1,60,,,20.61720793,106.7563968,,,,,,
Radar,1127,10187.9,3.38052,62202872,1,67,,,20.61718079,106.7563454,,,,,,
Radar,1127,10184,3.38082,62212888,1,55,,,20.61722133,106.7563258,,,,,,
Radar,1127,10179.7,3.38049,62222887,1,47,,,20.61725171,106.7563669,,,,,,
Radar,1127,10186.5,3.38118,62232894,1,67,,,20.61720732,106.7562859,,,,,,
Radar,1127,10186.2,3.38163,62242891,1,62,,,20.61721972,106.7562438,,,,,,
Radar,1127,10190.3,3.38155,62252912,1,72,,,20.61718221,106.756242,,,,,,
Radar,1127,10190.9,3.38142,62262904,1,62,,,20.61717414,106.756253,,,,,,
Radar,1127,10188.8,3.38128,62272892,1,60,,,20.61718943,106.7562711,,,,,,
Radar,1127,10188.1,3.38101,62282937,1,62,,,20.61718967,106.7562984,,,,,,
Radar,1127,10189.6,3.38118,62292932,1,65,,,20.61718027,106.7562788,,,,,,
Radar,1127,10194,3.38136,62302903,1,67,,,20.61714579,106.7562517,,,,,,
Radar,1127,10197.1,3.38119,62312914,1,70,,,20.61711504,106.7562608,,,,,,
Radar,1128,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1128,2712.49,3.38358,61624449,1,202,,,20.68244335,106.7732578,,,,,,
Radar,1128,2699.98,3.38035,61632778,1,25,,,20.68253381,106.7733679,,,,,,
Radar,1128,2705.98,3.38529,61642775,1,105,,,20.68251012,106.7732296,,,,,,
Radar,1128,2707.43,3.3848,61652783,1,90,,,20.68249461,106.7732386,,,,,,
Radar,1128,2713.05,3.3861,61662788,1,210,,,20.68245326,106.7731927,,,,,,
Radar,1128,2714.26,3.38486,61672788,1,100,,,20.68243541,106.7732213,,,,,,
Radar,1128,2713.49,3.38276,61682783,1,90,,,20.68242985,106.7732762,,,,,,
Radar,1128,2714.35,3.38317,61692780,1,57,,,20.68242474,106.7732639,,,,,,
Radar,1128,2708.38,3.38032,61702820,1,172,,,20.68246032,106.7733496,,,,,,
Radar,1128,2710.11,3.38262,61712775,1,147,,,20.68245852,106.7732875,,,,,,
Radar,1128,2710.7,3.38552,61722799,1,50,,,20.68247033,106.7732129,,,,,,
Radar,1128,2704.8,3.38227,61732813,1,235,,,20.68250281,106.7733085,,,,,,
Radar,1128,2696.36,3.38007,61742802,1,237,,,20.6825638,106.7733832,,,,,,
Radar,1128,2697.26,3.37973,61752801,1,22,,,20.682554,106.7733897,,,,,,
Radar,1128,2697.51,3.3798,61762797,1,27,,,20.68255222,106.7733873,,,,,,
Radar,1128,2698.17,3.38024,61772807,1,22,,,20.68254897,106.7733748,,,,,,
Radar,1128,2705.41,3.38264,61782801,1,100,,,20.68249964,106.7732978,,,,,,
Radar,1128,2706.45,3.38343,61792818,1,52,,,20.68249516,106.7732754,,,,,,
Radar,1128,2707.94,3.38332,61802806,1,55,,,20.68248152,106.7732748,,,,,,
Radar,1128,2707.54,3.38255,61812806,1,37,,,20.68248053,106.7732952,,,,,,
Radar,1128,2707.79,3.38317,61822807,1,50,,,20.68248196,106.7732789,,,,,,
Radar,1128,2703.57,3.38078,61832824,1,87,,,20.68250494,106.7733489,,,,,,
Radar,1128,2704.47,3.38103,61842824,1,55,,,20.68249853,106.7733405,,,,,,
Radar,1128,2708.39,3.38342,61852841,1,247,,,20.68247818,106.7732712,,,,,,
Radar,1128,2711.67,3.38432,61862833,1,55,,,20.68245483,106.7732409,,,,,,
Radar,1128,2713.93,3.3854,61872828,1,52,,,20.68244147,106.7732084,,,,,,
Radar,1128,2707.91,3.38254,61882826,1,50,,,20.68247725,106.7732946,,,,,,
Radar,1128,2710.09,3.38537,61892824,1,55,,,20.68247476,106.7732181,,,,,,
Radar,1128,2710.2,3.38434,61902838,1,57,,,20.68246777,106.7732438,,,,,,
Radar,1128,2704.82,3.3803,61912864,1,172,,,20.68249127,106.7733582,,,,,,
Radar,1128,2708.97,3.38223,61922822,1,57,,,20.6824662,106.7733,,,,,,
Radar,1128,2708.31,3.38288,61932839,1,85,,,20.68247573,106.7732851,,,,,,
Radar,1128,2705.95,3.38136,61942835,1,32,,,20.68248752,106.7733288,,,,,,
Radar,1128,2702.09,3.37934,61952828,1,45,,,20.6825096,106.7733886,,,,,,
Radar,1128,2700,3.37814,61962837,0,0,,,20.68252101,106.7734235,,,,,,
Radar,1128,2698.3,3.37812,61972851,1,22,,,20.68253575,106.7734279,,,,,,
Radar,1128,2696.87,3.3777,61982851,0,0,,,20.68254585,106.7734417,,,,,,
Radar,1128,2695.52,3.37727,61992841,0,0,,,20.68255521,106.7734555,,,,,,
Radar,1128,2694.17,3.37684,62002856,0,0,,,20.68256457,106.7734694,,,,,,
Radar,1128,2692.82,3.37641,62012851,0,0,,,20.68257394,106.7734832,,,,,,
Radar,1129,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1129,2879.99,3.4342,61624525,1,30,,,20.68132839,106.7715221,,,,,,
Radar,1129,2878.81,3.43124,61632859,1,27,,,20.68131656,106.7716038,,,,,,
Radar,1129,2878.28,3.43095,61642867,1,27,,,20.68131899,106.7716129,,,,,,
Radar,1129,2877.97,3.43139,61652864,1,27,,,20.6813249,106.7716021,,,,,,
Radar,1129,2878.98,3.43186,61662861,1,27,,,20.68131968,106.7715869,,,,,,
Radar,1129,2878.46,3.43151,61672878,1,22,,,20.68132157,106.7715976,,,,,,
Radar,1129,2878.39,3.43154,61682868,0,0,,,20.6813224,106.771597,,,,,,
Radar,1129,2878.39,3.4316,61692870,0,0,,,20.68132284,106.7715954,,,,,,
Radar,1129,2878.4,3.43167,61702884,0,0,,,20.68132327,106.7715935,,,,,,
Radar,1129,2878.4,3.43174,61712874,0,0,,,20.68132379,106.7715917,,,,,,
Radar,1129,2885.49,3.43369,61722881,1,32,,,20.68127727,106.7715204,,,,,,
Radar,1129,2886.57,3.43393,61732878,0,0,,,20.68126977,106.7715111,,,,,,
Radar,1129,2879.5,3.43011,61742894,1,30,,,20.68130229,106.7716318,,,,,,
Radar,1129,2878.62,3.42939,61752894,0,0,,,20.68130458,106.7716533,,,,,,
Radar,1129,2877.63,3.42979,61762893,1,22,,,20.68131604,106.7716454,,,,,,
Radar,1129,2878.42,3.43169,61772876,1,32,,,20.68132325,106.7715929,,,,,,
Radar,1129,2877.79,3.4315,61782893,1,25,,,20.68132726,106.7715997,,,,,,
Radar,1129,2877.37,3.43172,61792899,0,0,,,20.68133251,106.771595,,,,,,
Radar,1129,2876.98,3.43199,61802892,0,0,,,20.68133786,106.7715889,,,,,,
Radar,1129,2876.58,3.43225,61812904,0,0,,,20.68134323,106.7715832,,,,,,
Radar,1129,2877.53,3.42947,61822902,1,30,,,20.68131455,106.7716542,,,,,,
Radar,1129,2877.65,3.43061,61832910,1,22,,,20.6813219,106.7716236,,,,,,
Radar,1129,2878.05,3.43056,61842902,0,0,,,20.68131809,106.7716239,,,,,,
Radar,1129,2880.94,3.43194,61852901,1,30,,,20.68130341,106.7715794,,,,,,
Radar,1129,2879.52,3.43107,61862905,1,30,,,20.6813092,106.7716063,,,,,,
Radar,1129,2878.66,3.43026,61872909,1,30,,,20.68131063,106.7716302,,,,,,
Radar,1129,2878.03,3.42941,61882908,1,135,,,20.68130981,106.7716544,,,,,,
Radar,1129,2877.61,3.42875,61892907,0,0,,,20.68130859,106.771673,,,,,,
Radar,1129,2877.25,3.42811,61902913,0,0,,,20.68130701,106.771691,,,,,,
Radar,1129,2876.88,3.42747,61912917,0,0,,,20.68130553,106.7717089,,,,,,
Radar,1129,2876.51,3.42684,61922916,0,0,,,20.68130413,106.7717266,,,,,,
Radar,1130,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1130,2039.99,3.46335,61624585,1,30,,,20.68871498,106.7733047,,,,,,
Radar,1130,2038.18,3.46119,61632919,1,30,,,20.68871794,106.7733503,,,,,,
Radar,1130,2037.83,3.46162,61642909,1,30,,,20.6887234,106.7733434,,,,,,
Radar,1130,2038.89,3.46343,61652908,1,30,,,20.68872482,106.7733065,,,,,,
Radar,1130,2038.41,3.46311,61662972,1,30,,,20.68872706,106.7733139,,,,,,
Radar,1130,2039.17,3.46366,61672904,1,30,,,20.68872377,106.7733014,,,,,,
Radar,1130,2038.57,3.46292,61682909,1,30,,,20.6887246,106.773317,,,,,,
Radar,1130,2039.18,3.46227,61692918,1,30,,,20.68871564,106.7733272,,,,,,
Radar,1130,2038.51,3.46119,61702930,1,30,,,20.68871513,106.7733493,,,,,,
Radar,1130,2037.99,3.46,61712913,1,22,,,20.68871273,106.773373,,,,,,
Radar,1130,2038.55,3.46227,61722926,1,30,,,20.68872101,106.7733291,,,,,,
Radar,1130,2038.12,3.46125,61732935,1,30,,,20.6887188,106.7733494,,,,,,
Radar,1130,2039.89,3.46311,61742928,1,30,,,20.68871445,106.7733094,,,,,,
Radar,1130,2040.21,3.46295,61752940,1,30,,,20.68871079,106.7733115,,,,,,
Radar,1130,2040.3,3.46421,61762929,1,30,,,20.68871733,106.7732878,,,,,,
Radar,1130,2039.26,3.46316,61772934,1,30,,,20.6887201,106.7733104,,,,,,
Radar,1130,2039.5,3.46236,61782929,1,30,,,20.68871343,106.7733246,,,,,,
Radar,1130,2039.68,3.46092,61792943,1,32,,,20.6887036,106.7733508,,,,,,
Radar,1130,2039.73,3.46133,61802932,1,22,,,20.68870553,106.773343,,,,,,
Radar,1130,2039.74,3.46307,61812947,1,30,,,20.68871549,106.7733106,,,,,,
Radar,1130,2039.86,3.46406,61822955,1,30,,,20.68872021,106.7732919,,,,,,
Radar,1130,2040,3.46174,61832948,1,30,,,20.68870559,106.7733346,,,,,,
Radar,1130,2040.01,3.46162,61842939,1,27,,,20.68870481,106.7733368,,,,,,
Radar,1130,2039.94,3.46281,61852983,1,27,,,20.68871228,106.7733149,,,,,,
Radar,1130,2038.92,3.46216,61862966,1,30,,,20.68871722,106.77333,,,,,,
Radar,1130,2039.15,3.4636,61872948,1,30,,,20.68872359,106.7733026,,,,,,
Radar,1130,2038.42,3.46213,61882957,1,30,,,20.68872131,106.7733321,,,,,,
Radar,1130,2038.03,3.46156,61892960,0,0,,,20.68872135,106.7733439,,,,,,
Radar,1130,2039.07,3.46174,61902962,1,30,,,20.68871352,106.7733374,,,,,,
Radar,1130,2039.58,3.46177,61912961,1,30,,,20.68870934,106.7733353,,,,,,
Radar,1130,2039.85,3.46166,61922954,0,0,,,20.68870641,106.7733365,,,,,,
Radar,1130,2038.6,3.46046,61932956,1,20,,,20.68871017,106.7733626,,,,,,
Radar,1130,2037.97,3.46026,61942968,1,22,,,20.68871439,106.7733682,,,,,,
Radar,1130,2038.74,3.46081,61952961,1,30,,,20.68871098,106.7733557,,,,,,
Radar,1130,2038.93,3.46108,61962970,0,0,,,20.68871091,106.7733501,,,,,,
Radar,1130,2039.5,3.46076,61972975,1,32,,,20.68870421,106.7733543,,,,,,
Radar,1130,2039.84,3.46168,61982995,1,32,,,20.68870661,106.7733362,,,,,,
Radar,1130,2040.1,3.46218,61992969,0,0,,,20.68870728,106.7733261,,,,,,
Radar,1130,2038.73,3.45989,62002978,1,25,,,20.68870579,106.7733728,,,,,,
Radar,1130,2038.38,3.45928,62012974,0,0,,,20.68870528,106.7733852,,,,,,
Radar,1130,2038.14,3.45871,62022974,0,0,,,20.68870407,106.7733965,,,,,,
Radar,1130,2037.9,3.45813,62032976,0,0,,,20.68870281,106.773408,,,,,,
Radar,1130,2037.66,3.45756,62042973,0,0,,,20.68870162,106.7734194,,,,,,
Radar,1131,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1131,7582.47,3.47332,61624605,1,72,,,20.64169933,106.755785,,,,,,
Radar,1131,7555.19,3.4737,61624606,1,65,,,20.64193943,106.7558442,,,,,,
Radar,1131,7567.77,3.47392,61632928,1,22,,,20.64183748,106.7557897,,,,,,
Radar,1131,7569.87,3.47306,61642928,1,67,,,20.64180059,106.7558422,,,,,,
Radar,1131,7569.79,3.4736,61652943,1,67,,,20.64181323,106.7558054,,,,,,
Radar,1131,7569.66,3.47383,61662972,0,0,,,20.64181943,106.75579,,,,,,
Radar,1131,7577.39,3.47301,61672966,1,87,,,20.64173561,106.7558222,,,,,,
Radar,1131,7567.64,3.47314,61682947,1,17,,,20.6418213,106.7558437,,,,,,
Radar,1131,7560.96,3.473,61692938,1,75,,,20.64187494,106.7558742,,,,,,
Radar,1131,7561.31,3.47236,61702952,1,132,,,20.64185784,106.7559171,,,,,,
Radar,1131,7557.57,3.47327,61712922,1,70,,,20.64190971,106.7558663,,,,,,
Radar,1131,7556.57,3.47336,61722954,1,20,,,20.64192019,106.7558632,,,,,,
Radar,1131,7555.44,3.4735,61732955,0,0,,,20.64193288,106.7558572,,,,,,
Radar,1131,7571.89,3.47416,61742954,1,65,,,20.64180782,106.7557603,,,,,,
Radar,1131,7577.65,3.47444,61752944,0,0,,,20.64176514,106.755723,,,,,,
Radar,1131,7580.11,3.47422,61762961,1,70,,,20.64173936,106.7557304,,,,,,
Radar,1131,7584.09,3.47425,61772957,0,0,,,20.64170623,106.7557159,,,,,,
Radar,1131,7579.29,3.47197,61782956,1,80,,,20.64169646,106.7558878,,,,,,
Radar,1131,7566.07,3.4732,61792958,1,20,,,20.64183596,106.7558445,,,,,,
Radar,1131,7575.2,3.47285,61802954,1,87,,,20.64175067,106.75584,,,,,,
Radar,1131,7567.59,3.47246,61812962,1,90,,,20.64180669,106.7558906,,,,,,
Radar,1131,7570.31,3.4732,61822972,1,67,,,20.64179995,106.7558312,,,,,,
Radar,1131,7567.37,3.4726,61832971,1,92,,,20.64181165,106.7558817,,,,,,
Radar,1131,7584.48,3.47275,61842963,1,87,,,20.64166962,106.7558179,,,,,,
Radar,1131,7581.59,3.47324,61852999,1,70,,,20.64170503,106.7557932,,,,,,
Radar,1131,7585.51,3.47319,61862988,1,67,,,20.64167062,106.7557844,,,,,,
Radar,1131,7581.16,3.4733,61872978,1,67,,,20.64171001,106.7557904,,,,,,
Radar,1131,7581.74,3.47315,61882969,1,85,,,20.64170176,106.7557989,,,,,,
Radar,1131,7588.4,3.47322,61892978,1,70,,,20.64164674,106.7557733,,,,,,
Radar,1131,7590.94,3.47321,61902974,0,0,,,20.64162495,106.7557661,,,,,,
Radar,1131,7592.8,3.4732,61912973,0,0,,,20.64160893,106.7557609,,,,,,
Radar,1131,7594.65,3.47319,61922969,0,0,,,20.64159299,106.7557558,,,,,,
Radar,1131,7596.51,3.47317,61932976,0,0,,,20.64157675,106.7557514,,,,,,
Radar,1132,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1132,1864.99,3.46948,61624606,1,165,,,20.69023913,106.7737321,,,,,,
Radar,1132,1859.28,3.4727,61632928,1,165,,,20.69030509,106.7736954,,,,,,
Radar,1132,1863.23,3.47312,61642928,1,160,,,20.69027382,106.7736759,,,,,,
Radar,1132,1863.02,3.47117,61652943,1,160,,,20.69026501,106.7737096,,,,,,
Radar,1132,1862.97,3.4705,61662972,1,160,,,20.69026181,106.7737211,,,,,,
Radar,1132,1861.76,3.47129,61672927,1,165,,,20.69027637,106.7737115,,,,,,
Radar,1132,1859.8,3.47139,61682926,1,160,,,20.69029357,106.7737159,,,,,,
Radar,1132,1861.68,3.46938,61692938,1,160,,,20.69026674,106.773744,,,,,,
Radar,1132,1863.14,3.47104,61702942,1,162,,,20.69026329,106.7737114,,,,,,
Radar,1132,1864.19,3.47085,61712932,1,160,,,20.69025333,106.7737114,,,,,,
Radar,1132,1864.91,3.47103,61722954,0,0,,,20.69024819,106.7737061,,,,,,
Radar,1132,1863.71,3.47004,61732955,1,160,,,20.69025304,106.7737266,,,,,,
Radar,1132,1860.52,3.47424,61742952,1,157,,,20.69030294,106.7736655,,,,,,
Radar,1132,1860.93,3.4733,61752944,1,165,,,20.69029434,106.7736801,,,,,,
Radar,1132,1858.01,3.47218,61762940,1,162,,,20.69031306,106.7737081,,,,,,
Radar,1132,1860.45,3.47055,61772948,1,162,,,20.69028351,106.773728,,,,,,
Radar,1132,1861.37,3.47004,61782949,1,162,,,20.69027293,106.7737338,,,,,,
Radar,1132,1860.98,3.4703,61792958,1,160,,,20.69027765,106.7737306,,,,,,
Radar,1132,1862.82,3.47111,61802953,1,167,,,20.69026639,106.7737112,,,,,,
Radar,1132,1864.09,3.47115,61812962,1,162,,,20.69025581,106.7737066,,,,,,
Radar,1132,1862.7,3.47201,61822955,1,165,,,20.69027229,106.7736964,,,,,,
Radar,1132,1862.63,3.47287,61832970,1,160,,,20.69027756,106.773682,,,,,,
Radar,1132,1860.35,3.47249,61842973,1,162,,,20.69029486,106.7736956,,,,,,
Radar,1132,1861.96,3.47136,61852999,1,165,,,20.69027505,106.7737097,,,,,,
Radar,1132,1861.1,3.47124,61862982,1,160,,,20.69028171,106.7737144,,,,,,
Radar,1132,1861.59,3.47067,61872978,1,162,,,20.69027446,106.7737225,,,,,,
Radar,1132,1860.91,3.47023,61882969,1,160,,,20.69027787,106.773732,,,,,,
Radar,1132,1863.69,3.46986,61892978,1,185,,,20.69025223,106.7737297,,,,,,
Radar,1132,1863.53,3.47039,61902974,1,162,,,20.69025646,106.7737212,,,,,,
Radar,1132,1863.3,3.47093,61912981,1,160,,,20.69026133,106.7737128,,,,,,
Radar,1132,1858.7,3.47081,61922969,1,162,,,20.69029979,106.7737291,,,,,,
Radar,1132,1858.55,3.47338,61932988,1,157,,,20.69031499,106.7736862,,,,,,
Radar,1132,1860.83,3.47128,61942989,1,157,,,20.69028422,106.7737145,,,,,,
Radar,1132,1861.46,3.4706,61952979,0,0,,,20.69027519,106.7737241,,,,,,
Radar,1132,1860.54,3.47057,61962976,1,162,,,20.69028285,106.7737274,,,,,,
Radar,1132,1860.35,3.47056,61972997,1,165,,,20.69028441,106.7737282,,,,,,
Radar,1132,1860.19,3.46877,61982995,1,157,,,20.69027613,106.773759,,,,,,
Radar,1132,1861.21,3.46999,61992988,1,160,,,20.69027402,106.7737352,,,,,,
Radar,1132,1861.65,3.47035,62002990,0,0,,,20.69027222,106.7737277,,,,,,
Radar,1132,1862,3.47064,62012993,0,0,,,20.69027082,106.7737217,,,,,,
Radar,1132,1862.35,3.47094,62022985,0,0,,,20.69026946,106.7737156,,,,,,
Radar,1132,1862.7,3.47123,62032996,0,0,,,20.69026806,106.7737096,,,,,,
Radar,1133,50339.8,3.49211,61624628,1,2,,,20.28138838,106.6134963,,,,,,
Radar,1133,50339.8,3.49262,61632947,1,2,,,20.28146762,106.6132648,,,,,,
Radar,1133,50339.8,3.49238,61642950,1,2,,,20.28143032,106.6133737,,,,,,
Radar,1133,50339.8,3.49205,61652955,1,2,,,20.28137906,106.6135236,,,,,,
Radar,1133,50339.8,3.49217,61662945,1,2,,,20.28139769,106.6134691,,,,,,
Radar,1133,50339.8,3.49196,61672966,1,17,,,20.28136509,106.6135644,,,,,,
Radar,1133,50339.8,3.49169,61682958,1,2,,,20.2813232,106.613687,,,,,,
Radar,1133,50339.8,3.49139,61692958,1,2,,,20.28127668,106.6138233,,,,,,
Radar,1133,50339.8,3.49155,61702972,1,2,,,20.28130148,106.6137506,,,,,,
Radar,1133,50339.8,3.49192,61712953,1,2,,,20.28135888,106.6135826,,,,,,
Radar,1133,50339.8,3.49212,61722975,1,2,,,20.28138993,106.6134918,,,,,,
Radar,1133,50339.8,3.49198,61732966,1,17,,,20.28136819,106.6135554,,,,,,
Radar,1133,50339.8,3.49187,61742971,1,2,,,20.28135112,106.6136053,,,,,,
Radar,1133,50339.8,3.49225,61752969,1,2,,,20.28141012,106.6134328,,,,,,
Radar,1133,50339.8,3.49207,61762972,1,2,,,20.28138216,106.6135145,,,,,,
Radar,1133,50339.8,3.49228,61772972,1,2,,,20.28141478,106.6134191,,,,,,
Radar,1133,50339.8,3.49235,61782985,1,2,,,20.28142566,106.6133874,,,,,,
Radar,1133,50339.8,3.49238,61792981,1,2,,,20.28143032,106.6133737,,,,,,
Radar,1133,50339.8,3.49241,61802983,1,2,,,20.28143498,106.6133601,,,,,,
Radar,1133,50339.8,3.49241,61813005,1,2,,,20.28143498,106.6133601,,,,,,
Radar,1133,50339.8,3.49233,61822977,1,2,,,20.28142255,106.6133964,,,,,,
Radar,1133,50339.8,3.49208,61832989,1,2,,,20.28138372,106.61351,,,,,,
Radar,1133,50339.8,3.49196,61842982,1,2,,,20.28136509,106.6135644,,,,,,
Radar,1133,50339.8,3.49213,61852999,1,2,,,20.28139148,106.6134873,,,,,,
Radar,1133,50339.8,3.49213,61863006,0,0,,,20.28139148,106.6134873,,,,,,
Radar,1133,50339.8,3.49222,61873012,1,2,,,20.28140546,106.6134464,,,,,,
Radar,1133,50339.8,3.49242,61882996,1,2,,,20.28143653,106.6133556,,,,,,
Radar,1133,50339.8,3.49219,61893007,1,2,,,20.2814008,106.61346,,,,,,
Radar,1133,50339.8,3.49191,61903006,1,2,,,20.28135733,106.6135871,,,,,,
Radar,1133,50339.8,3.49194,61913011,1,2,,,20.28136198,106.6135735,,,,,,
Radar,1133,50339.8,3.49193,61923005,0,0,,,20.28136043,106.6135781,,,,,,
Radar,1133,50339.8,3.49192,61933008,0,0,,,20.28135888,106.6135826,,,,,,
Radar,1133,50339.8,3.49209,61943010,1,2,,,20.28138527,106.6135054,,,,,,
Radar,1133,50339.8,3.49211,61952999,0,0,,,20.28138838,106.6134963,,,,,,
Radar,1133,50339.8,3.49197,61963000,1,2,,,20.28136664,106.6135599,,,,,,
Radar,1133,50339.8,3.49194,61973018,0,0,,,20.28136198,106.6135735,,,,,,
Radar,1133,50339.8,3.49201,61983025,1,2,,,20.28137285,106.6135417,,,,,,
Radar,1133,50339.8,3.49227,61993021,1,2,,,20.28141323,106.6134237,,,,,,
Radar,1133,50339.8,3.49246,62003030,1,2,,,20.28144275,106.6133374,,,,,,
Radar,1133,50339.8,3.49241,62013024,1,2,,,20.28143498,106.6133601,,,,,,
Radar,1133,50339.8,3.49226,62023015,1,2,,,20.28141167,106.6134282,,,,,,
Radar,1133,50339.8,3.49213,62033026,1,2,,,20.28139148,106.6134873,,,,,,
Radar,1133,50339.8,3.49209,62043026,0,0,,,20.28138527,106.6135054,,,,,,
Radar,1133,50339.8,3.49218,62053029,1,2,,,20.28139925,106.6134645,,,,,,
Radar,1133,50339.8,3.49224,62063029,1,2,,,20.28140857,106.6134373,,,,,,
Radar,1133,50339.8,3.49224,62073051,0,0,,,20.28140857,106.6134373,,,,,,
Radar,1133,50339.8,3.49224,62083055,0,0,,,20.28140857,106.6134373,,,,,,
Radar,1133,50339.8,3.49223,62093057,0,0,,,20.28140701,106.6134418,,,,,,
Radar,1133,50339.8,3.49205,62103058,1,2,,,20.28137906,106.6135236,,,,,,
Radar,1133,50339.8,3.49208,62113044,1,2,,,20.28138372,106.61351,,,,,,
Radar,1133,50339.8,3.49233,62123047,1,2,,,20.28142255,106.6133964,,,,,,
Radar,1133,50339.8,3.49199,62133036,1,2,,,20.28136974,106.6135508,,,,,,
Radar,1133,50339.8,3.49212,62143056,1,2,,,20.28138993,106.6134918,,,,,,
Radar,1133,50339.8,3.4923,62153057,1,2,,,20.28141789,106.6134101,,,,,,
Radar,1133,50339.8,3.49218,62163050,1,2,,,20.28139925,106.6134645,,,,,,
Radar,1133,50339.8,3.49233,62173052,1,2,,,20.28142255,106.6133964,,,,,,
Radar,1133,50339.8,3.49246,62183053,1,2,,,20.28144275,106.6133374,,,,,,
Radar,1133,50339.8,3.49247,62193073,1,2,,,20.2814443,106.6133329,,,,,,
Radar,1133,50339.8,3.49248,62203058,0,0,,,20.28144586,106.6133283,,,,,,
Radar,1133,50339.8,3.49249,62213062,0,0,,,20.28144741,106.6133238,,,,,,
Radar,1133,50339.8,3.49247,62223061,1,2,,,20.2814443,106.6133329,,,,,,
Radar,1133,50339.8,3.4928,62233065,1,2,,,20.28149562,106.6131831,,,,,,
Radar,1133,50339.8,3.49289,62243071,0,0,,,20.28150962,106.6131422,,,,,,
Radar,1133,50339.8,3.49285,62253071,1,2,,,20.2815034,106.6131604,,,,,,
Radar,1133,50339.8,3.49253,62263072,1,2,,,20.28145363,106.6133056,,,,,,
Radar,1133,50339.8,3.49245,62273066,0,0,,,20.2814412,106.613342,,,,,,
Radar,1133,50339.8,3.4924,62283065,0,0,,,20.28143342,106.6133647,,,,,,
Radar,1133,50339.8,3.49286,62293060,1,2,,,20.28150496,106.6131558,,,,,,
Radar,1133,50338.3,3.49325,62303079,1,2,,,20.28157832,106.6129838,,,,,,
Radar,1133,50338.9,3.49298,62313095,1,2,,,20.28153122,106.6131044,,,,,,
Radar,1134,55442.3,3.49019,61624634,1,22,,,20.23801162,106.5976305,,,,,,
Radar,1134,55456.1,3.49064,61632947,1,2,,,20.23797173,106.59736,,,,,,
