,ID radar,range,bearbing,timestamp,h?p nh?t,length,lat ,lon,lat_new,lon_new,,,,,,
Radar,1090,3483.23,2.41984,61871295,1,120,,,20.68261201,106.8016011,,,,,,
Radar,1090,3490.83,2.42076,61881308,1,112,,,20.68254171,106.8016262,,,,,,
Radar,1090,3489.98,2.42073,61891307,1,122,,,20.68254807,106.8016215,,,,,,
Radar,1090,3487.05,2.42066,61901290,1,105,,,20.68256929,106.8016047,,,,,,
Radar,1090,3494.6,2.42058,61911317,1,105,,,20.68252,106.8016546,,,,,,
Radar,1090,3487.02,2.42031,61921294,1,115,,,20.68257673,106.8016133,,,,,,
Radar,1090,3485.68,2.41922,61931314,1,107,,,20.68260832,106.8016322,,,,,,
Radar,1090,3475.6,2.42118,61941313,1,120,,,20.68263584,106.8015191,,,,,,
Radar,1090,3479.13,2.4203,61951308,1,95,,,20.68263016,106.8015635,,,,,,
Radar,1090,3478.91,2.42026,61961297,1,115,,,20.68263247,106.8015631,,,,,,
Radar,1090,3482.56,2.419,61971332,1,102,,,20.6826339,106.8016179,,,,,,
Radar,1090,3472.67,2.42259,61981319,1,177,,,20.68262663,106.8014652,,,,,,
Radar,1090,3472.99,2.42201,61991327,1,110,,,20.68263639,106.8014817,,,,,,
Radar,1090,3487.92,2.41659,62001341,1,90,,,20.68264779,106.8017125,,,,,,
Radar,1090,3485.61,2.4177,62011308,1,105,,,20.68264029,106.8016699,,,,,,
Radar,1090,3486.46,2.41734,62021323,0,0,,,20.68264204,106.8016844,,,,,,
Radar,1090,3484.5,2.42067,62031326,1,125,,,20.68258629,106.8015883,,,,,,
Radar,1090,3484.4,2.42188,62041339,0,0,,,20.68256198,106.8015572,,,,,,
Radar,1090,3489.51,2.41868,62051341,1,107,,,20.68259371,106.8016701,,,,,,
Radar,1090,3492.66,2.4187,62061344,1,102,,,20.68257207,106.8016896,,,,,,
Radar,1090,3491.89,2.41894,62071329,1,112,,,20.68257228,106.8016787,,,,,,
Radar,1090,3487.81,2.41979,62081344,1,105,,,20.68258216,106.8016314,,,,,,
Radar,1090,3493.72,2.41871,62091339,1,102,,,20.68256472,106.8016961,,,,,,
Radar,1090,3491.38,2.41907,62101350,1,105,,,20.68257302,106.8016722,,,,,,
Radar,1090,3500.54,2.41758,62111339,1,92,,,20.6825423,106.8017679,,,,,,
Radar,1090,3493.75,2.41904,62121375,1,115,,,20.68255767,106.801688,,,,,,
Radar,1090,3488.52,2.42089,62131363,1,107,,,20.68255461,106.8016082,,,,,,
Radar,1090,3489.31,2.42131,62141357,1,115,,,20.6825406,106.8016027,,,,,,
Radar,1090,3492.39,2.42013,62151358,1,102,,,20.68254423,106.8016519,,,,,,
Radar,1090,3494.79,2.41937,62161360,1,120,,,20.68254381,106.8016863,,,,,,
Radar,1090,3498.7,2.41801,62171377,1,100,,,20.68254574,106.8017454,,,,,,
Radar,1090,3494.74,2.41812,62181348,1,107,,,20.68257011,106.8017174,,,,,,
Radar,1090,3496.99,2.41811,62191367,1,120,,,20.68255517,106.801732,,,,,,
Radar,1090,3496.31,2.41944,62201347,1,112,,,20.68253211,106.8016942,,,,,,
Radar,1090,3490.22,2.41895,62211360,1,120,,,20.68258332,106.8016678,,,,,,
Radar,1090,3490.22,2.41864,62221363,1,122,,,20.68258975,106.8016756,,,,,,
Radar,1090,3497.09,2.41747,62231364,1,87,,,20.68256781,106.8017487,,,,,,
Radar,1090,3492.49,2.41809,62241391,1,102,,,20.68258588,106.8017039,,,,,,
Radar,1090,3493.42,2.41922,62251379,1,115,,,20.68255616,106.8016814,,,,,,
Radar,1090,3497.44,2.42005,62261392,1,107,,,20.68251183,106.801686,,,,,,
Radar,1090,3494.88,2.4194,62271381,1,105,,,20.68254258,106.8016861,,,,,,
Radar,1090,3494.97,2.41821,62281378,1,110,,,20.68256669,106.8017166,,,,,,
Radar,1090,3494.89,2.41831,62291389,1,115,,,20.68256515,106.8017136,,,,,,
Radar,1090,3494.82,2.4182,62301380,1,105,,,20.68256791,106.8017159,,,,,,
Radar,1090,3495.86,2.4182,62311422,1,97,,,20.68256091,106.8017225,,,,,,
Radar,1091,4194.98,2.48236,61623000,1,290,,,20.67631223,106.8041757,,,,,,
Radar,1091,4201.56,2.48178,61631325,1,250,,,20.67627892,106.8042329,,,,,,
Radar,1091,4200.94,2.48152,61641310,1,295,,,20.67628934,106.8042376,,,,,,
Radar,1091,4200.42,2.48113,61651299,1,290,,,20.67630205,106.8042469,,,,,,
Radar,1091,4203.62,2.48185,61661295,1,290,,,20.67626268,106.8042428,,,,,,
Radar,1091,4201.08,2.48109,61671315,1,285,,,20.6762983,106.8042521,,,,,,
Radar,1091,4198.15,2.48064,61681305,1,285,,,20.6763295,106.8042491,,,,,,
Radar,1091,4198.35,2.48088,61691299,1,290,,,20.67632252,106.8042427,,,,,,
Radar,1091,4197.62,2.48106,61701316,1,290,,,20.67632354,106.8042327,,,,,,
Radar,1091,4198.36,2.48187,61711290,1,240,,,20.67629955,106.8042112,,,,,,
Radar,1091,4187.79,2.47468,61721316,1,242,,,20.67654113,106.8043768,,,,,,
Radar,1091,4189.81,2.47843,61731307,1,282,,,20.67643977,106.8042701,,,,,,
Radar,1091,4190.73,2.47981,61741315,1,285,,,20.67640131,106.8042318,,,,,,
Radar,1091,4193.97,2.47869,61751350,1,247,,,20.67640429,106.8042865,,,,,,
Radar,1091,4195.04,2.47964,61761321,1,290,,,20.6763747,106.8042626,,,,,,
Radar,1091,4195.52,2.47868,61771321,1,240,,,20.67639355,106.8042959,,,,,,
Radar,1091,4194.65,2.4799,61781321,1,285,,,20.67637144,106.804252,,,,,,
Radar,1091,4193.6,2.47778,61791336,1,250,,,20.67642802,106.8043131,,,,,,
Radar,1091,4190.78,2.47677,61801350,1,245,,,20.67647142,106.8043285,,,,,,
Radar,1091,4187.45,2.47286,61811342,1,205,,,20.67658592,106.8044323,,,,,,
Radar,1091,4191.16,2.47459,61821351,1,240,,,20.67651944,106.8043997,,,,,,
Radar,1091,4187.33,2.47342,61831336,1,260,,,20.67657371,106.8044139,,,,,,
Radar,1091,4192.06,2.48067,61841360,1,305,,,20.67637199,106.8042123,,,,,,
Radar,1091,4191.35,2.47875,61851371,1,257,,,20.67642146,106.8042691,,,,,,
Radar,1091,4194.42,2.48159,61861336,1,285,,,20.67633399,106.8041969,,,,,,
Radar,1091,4194.02,2.4794,61871345,1,252,,,20.67638749,106.8042642,,,,,,
Radar,1091,4193.53,2.47939,61881336,1,285,,,20.67639119,106.8042616,,,,,,
Radar,1091,4194.15,2.47982,61891348,1,290,,,20.67637684,106.8042516,,,,,,
Radar,1091,4192.27,2.47866,61901345,1,245,,,20.67641703,106.8042774,,,,,,
Radar,1091,4185.92,2.47057,61911348,1,220,,,20.67665017,106.8044953,,,,,,
Radar,1091,4194.53,2.47705,61921364,1,295,,,20.6764384,106.8043418,,,,,,
Radar,1091,4195.75,2.48069,61931374,1,292,,,20.67634536,106.8042334,,,,,,
Radar,1091,4200.14,2.48352,61941393,1,250,,,20.6762488,106.8041691,,,,,,
Radar,1091,4197.64,2.48221,61951356,1,290,,,20.67629681,106.8041961,,,,,,
Radar,1091,4198.27,2.48028,61961351,1,252,,,20.67633698,106.8042613,,,,,,
Radar,1091,4193.64,2.47485,61971436,1,242,,,20.67649588,106.8044062,,,,,,
Radar,1091,4183.12,2.4738,61981364,1,235,,,20.67659456,106.8043769,,,,,,
Radar,1091,4173.54,2.46951,61991427,1,225,,,20.676762,106.8044547,,,,,,
Radar,1091,4175.77,2.4699,62001378,1,215,,,20.67673722,106.8044558,,,,,,
Radar,1091,4183.75,2.46729,62011367,1,202,,,20.67674225,106.8045855,,,,,,
Radar,1091,4185.65,2.46959,62021362,1,225,,,20.676675,106.8045246,,,,,,
Radar,1091,4191.89,2.47825,62031388,1,295,,,20.67642922,106.8042881,,,,,,
Radar,1091,4202.47,2.48305,62041376,1,262,,,20.6762431,106.8041978,,,,,,
Radar,1091,4203.59,2.48058,62051372,1,252,,,20.67629231,106.8042831,,,,,,
Radar,1091,4200.7,2.48306,62061400,1,297,,,20.67625544,106.804187,,,,,,
Radar,1091,4197.4,2.48454,62071382,1,297,,,20.67624477,106.8041204,,,,,,
Radar,1091,4196.71,2.48392,62081385,1,290,,,20.67626396,106.8041362,,,,,,
Radar,1091,4198.68,2.4841,62091391,1,287,,,20.67624581,106.804142,,,,,,
Radar,1091,4193.7,2.48129,62101381,1,292,,,20.67634603,106.8042022,,,,,,
Radar,1091,4187.91,2.47465,62111390,1,222,,,20.67654098,106.8043785,,,,,,
Radar,1091,4186.4,2.47881,62121416,1,297,,,20.67645512,106.8042379,,,,,,
Radar,1091,4189.49,2.48025,62131399,1,262,,,20.67639992,106.8042105,,,,,,
Radar,1091,4187.79,2.47475,62141396,1,215,,,20.6765395,106.8043746,,,,,,
Radar,1091,4183.88,2.47851,62151420,1,260,,,20.6764799,106.8042325,,,,,,
Radar,1091,4189.09,2.47995,62161389,1,257,,,20.67640969,106.8042176,,,,,,
Radar,1091,4190.54,2.48298,62171411,1,257,,,20.67632947,106.8041299,,,,,,
Radar,1091,4194.49,2.48207,62181403,1,282,,,20.67632241,106.8041821,,,,,,
Radar,1091,4196.76,2.48194,62191407,1,297,,,20.67630929,106.8041996,,,,,,
Radar,1091,4199.61,2.48171,62201406,1,287,,,20.67629438,106.8042237,,,,,,
Radar,1091,4201.1,2.47871,62211440,1,247,,,20.67635335,106.804328,,,,,,
Radar,1091,4198.16,2.47924,62221445,1,282,,,20.67636187,106.8042937,,,,,,
Radar,1091,4199.68,2.47975,62231414,1,245,,,20.67633927,106.8042865,,,,,,
Radar,1091,4196.8,2.47903,62241443,1,235,,,20.67637637,106.8042924,,,,,,
Radar,1091,4194.41,2.48054,62251420,1,282,,,20.67635833,106.8042303,,,,,,
Radar,1091,4195.6,2.48281,62261423,1,282,,,20.67629744,106.804165,,,,,,
Radar,1091,4196.41,2.48187,62271470,1,282,,,20.6763134,106.8041997,,,,,,
Radar,1091,4195.21,2.47836,62281451,1,245,,,20.67640317,106.8043043,,,,,,
Radar,1091,4194.67,2.47821,62291430,1,290,,,20.67641047,106.8043058,,,,,,
Radar,1091,4195.64,2.47994,62301455,1,295,,,20.6763635,106.8042566,,,,,,
Radar,1091,4194.08,2.48058,62311465,1,275,,,20.67635975,106.8042271,,,,,,
Radar,1092,33247.4,2.53529,61623102,1,17,,,20.46066881,106.9614415,,,,,,
Radar,1092,33247.1,2.53426,61631435,1,17,,,20.46084645,106.96171,,,,,,
Radar,1092,33247.1,2.53414,61641425,1,17,,,20.4608669,106.9617415,,,,,,
Radar,1092,33243.1,2.53428,61651449,1,2,,,20.46087255,106.9616828,,,,,,
Radar,1092,33230.7,2.53374,61661429,1,25,,,20.46105604,106.9617564,,,,,,
Radar,1092,33229.3,2.53415,61671456,1,17,,,20.46099649,106.9616413,,,,,,
Radar,1092,33230.3,2.53349,61681437,1,17,,,20.46110162,106.9618197,,,,,,
Radar,1092,33229.6,2.53381,61691463,1,17,,,20.46105222,106.961732,,,,,,
Radar,1092,33230.9,2.53393,61701441,1,17,,,20.46102218,106.9617077,,,,,,
Radar,1092,33231.2,2.53415,61711430,1,17,,,20.46098248,106.9616517,,,,,,
Radar,1092,33229.5,2.53442,61721464,1,17,,,20.46094903,106.9615716,,,,,,
Radar,1092,33224.9,2.53439,61731457,1,17,,,20.46098807,106.9615543,,,,,,
Radar,1092,33220.8,2.53533,61741454,1,17,,,20.46085837,106.9612855,,,,,,
Radar,1092,33216.6,2.53532,61751459,1,17,,,20.46089107,106.9612651,,,,,,
Radar,1092,33215,2.53528,61761453,1,17,,,20.46090969,106.9612668,,,,,,
Radar,1092,33217.8,2.53574,61771458,1,17,,,20.46081082,106.9611615,,,,,,
Radar,1092,33219.9,2.53514,61781457,1,17,,,20.46089732,106.9613303,,,,,,
Radar,1092,33220.2,2.5347,61791464,1,17,,,20.46096997,106.9614473,,,,,,
Radar,1092,33219.1,2.53422,61801460,1,17,,,20.46105981,106.961567,,,,,,
Radar,1092,33217,2.53394,61811468,1,17,,,20.46112299,106.9616289,,,,,,
Radar,1092,33213.5,2.53406,61821460,1,17,,,20.46112836,106.9615782,,,,,,
Radar,1092,33208.6,2.53379,61831482,1,17,,,20.46121049,106.9616221,,,,,,
Radar,1092,33203.3,2.53373,61841464,1,17,,,20.4612598,106.9616087,,,,,,
Radar,1092,33197.9,2.53351,61851477,1,17,,,20.46133709,106.9616367,,,,,,
Radar,1092,33194,2.5339,61861470,1,17,,,20.46129943,106.9615132,,,,,,
Radar,1092,33193.4,2.53371,61871478,1,17,,,20.4613362,106.9615597,,,,,,
Radar,1092,33191.8,2.53387,61881483,1,17,,,20.46132076,106.961509,,,,,,
Radar,1092,33191.7,2.53395,61891493,0,0,,,20.46130788,106.9614875,,,,,,
Radar,1092,33193.5,2.53417,61901495,1,17,,,20.46125715,106.9614398,,,,,,
Radar,1092,33194.3,2.5343,61911491,1,17,,,20.46122913,106.9614102,,,,,,
Radar,1092,33193.4,2.53415,61921487,1,17,,,20.4612613,106.9614445,,,,,,
Radar,1092,33192.6,2.53401,61931493,1,17,,,20.46129103,106.9614768,,,,,,
Radar,1092,33190.1,2.53347,61941494,1,2,,,20.46140141,106.9616043,,,,,,
Radar,1092,33186.9,2.53313,61951467,1,17,,,20.46148293,106.9616757,,,,,,
Radar,1092,33184.3,2.53257,61961491,1,17,,,20.46159755,106.9618078,,,,,,
Radar,1092,33181.6,2.53235,61971500,1,17,,,20.46165497,106.9618505,,,,,,
Radar,1092,33180.4,2.53242,61981501,1,2,,,20.46165187,106.9618256,,,,,,
Radar,1092,33176.7,2.53191,61991483,1,17,,,20.46176613,106.9619385,,,,,,
Radar,1092,33175,2.53215,62001504,1,17,,,20.4617377,106.9618665,,,,,,
Radar,1092,33174.7,2.53239,62011498,1,17,,,20.46169898,106.9618021,,,,,,
Radar,1092,33173,2.53272,62021498,1,17,,,20.46165524,106.9617066,,,,,,
Radar,1092,33171.1,2.53256,62031500,1,17,,,20.46169652,106.9617379,,,,,,
Radar,1092,33167.8,2.53239,62041502,1,17,,,20.46174981,106.9617642,,,,,,
Radar,1092,33161.7,2.5318,62051515,1,17,,,20.46189536,106.9618848,,,,,,
Radar,1092,33158.6,2.53143,62061499,1,17,,,20.46198133,106.9619643,,,,,,
Radar,1092,33155.7,2.53123,62071512,1,17,,,20.46203681,106.9620005,,,,,,
Radar,1092,33154.4,2.53129,62081513,1,17,,,20.46203614,106.9619777,,,,,,
Radar,1092,33157,2.53098,62091514,1,17,,,20.46206993,106.9620729,,,,,,
Radar,1092,33158.4,2.53083,62101515,1,20,,,20.46208525,106.9621197,,,,,,
Radar,1092,33160.8,2.53063,62111526,1,17,,,20.46210176,106.9621851,,,,,,
Radar,1092,33164.9,2.53071,62121517,1,17,,,20.46205792,106.9621868,,,,,,
Radar,1092,33167.5,2.53049,62131532,1,17,,,20.46207639,106.9622586,,,,,,
Radar,1092,33169.9,2.53032,62141523,1,17,,,20.4620878,106.9623161,,,,,,
Radar,1092,33171.1,2.5303,62151523,1,17,,,20.46208239,106.962328,,,,,,
Radar,1092,33170.3,2.53061,62161520,1,17,,,20.46203528,106.9622427,,,,,,
Radar,1092,33167.9,2.53046,62171531,1,17,,,20.46207858,106.9622686,,,,,,
Radar,1092,33161.4,2.53032,62181570,1,17,,,20.46215033,106.9622693,,,,,,
Radar,1092,33154.4,2.5299,62191553,1,17,,,20.46227364,106.9623402,,,,,,
Radar,1092,33146.6,2.53006,62201526,1,17,,,20.46230365,106.9622555,,,,,,
Radar,1092,33139.9,2.53063,62211537,1,2,,,20.46225554,106.96207,,,,,,
Radar,1092,33134,2.53039,62221547,1,17,,,20.46233994,106.9621,,,,,,
Radar,1092,33130,2.53008,62231546,1,17,,,20.46242232,106.9621587,,,,,,
Radar,1092,33129.8,2.52991,62241532,1,17,,,20.46245284,106.9622019,,,,,,
Radar,1092,33131,2.52976,62251554,1,17,,,20.46246966,106.9622476,,,,,,
Radar,1092,33130.5,2.52963,62261544,1,17,,,20.46249556,106.9622787,,,,,,
Radar,1092,33128.2,2.52932,62271538,1,17,,,20.46256548,106.9623467,,,,,,
Radar,1092,33124.5,2.52898,62281542,1,17,,,20.46265084,106.9624148,,,,,,
Radar,1092,33120.7,2.52906,62291548,1,17,,,20.46266508,106.962373,,,,,,
Radar,1092,33116.8,2.52905,62301566,1,17,,,20.46269546,106.9623541,,,,,,
Radar,1092,33113.3,2.5297,62311555,1,17,,,20.46261007,106.9621656,,,,,,
Radar,1093,18472.4,2.55293,61623164,1,47,,,20.56809066,106.8780004,,,,,,
Radar,1093,18474.5,2.552,61631475,1,35,,,20.56816073,106.8781487,,,,,,
Radar,1093,18473.1,2.55198,61641457,1,35,,,20.56817303,106.8781442,,,,,,
Radar,1093,18473.6,2.55219,61651470,1,40,,,20.56814992,106.8781159,,,,,,
Radar,1093,18473.9,2.55201,61661468,1,57400060032,,,20.56816429,106.8781441,,,,,,
Radar,1093,18475.4,2.55208,61671470,1,57400060032,,,20.56814663,106.8781417,,,,,,
Radar,1093,18478.8,2.55244,61681477,1,57400060035,,,20.56808803,106.8781068,,,,,,
Radar,1093,18481,2.55242,61691486,1,57400060032,,,20.56807344,106.8781215,,,,,,
Radar,1093,18481.3,2.55267,61701475,1,57400060035,,,20.56804814,106.8780862,,,,,,
Radar,1093,18482.2,2.5527,61711453,1,57400060035,,,20.56803865,106.8780866,,,,,,
Radar,1093,18482.6,2.55283,61721499,1,57400060035,,,20.56802368,106.8780695,,,,,,
Radar,1093,18481.5,2.55236,61731476,1,57400060032,,,20.56807524,106.878133,,,,,,
Radar,1093,18481.7,2.55263,61741485,1,57400060032,,,20.56804884,106.8780942,,,,,,
Radar,1093,18480.6,2.5527,61751478,1,57400060032,,,20.56805061,106.878078,,,,,,
Radar,1093,18479.8,2.55263,61761478,1,57400060032,,,20.56806304,106.8780841,,,,,,
Radar,1093,18477.3,2.55244,61771479,1,57400060027,,,20.56809923,106.8780988,,,,,,
Radar,1093,18475.7,2.55164,61781487,1,57400060027,,,20.568185,106.8782082,,,,,,
Radar,1093,18473.7,2.55222,61791495,1,57400060027,,,20.56814641,106.878112,,,,,,
Radar,1093,18473.8,2.55206,61801486,1,57400060030,,,20.56816042,106.8781362,,,,,,
Radar,1093,18474.1,2.55276,61811497,1,57400060027,,,20.56809363,106.8780345,,,,,,
Radar,1093,18473.6,2.55293,61821490,1,57400060027,,,20.5680817,106.8780068,,,,,,
Radar,1093,18473.3,2.55305,61831504,1,57400060027,,,20.56807288,106.8779874,,,,,,
Radar,1093,18472.1,2.55283,61841497,1,27,,,20.56810212,106.8780135,,,,,,
Radar,1093,18471.2,2.55288,61851496,1,32,,,20.56810424,106.8780013,,,,,,
Radar,1093,18468.4,2.55249,61861498,1,30,,,20.56816109,106.8780439,,,,,,
Radar,1093,18466.5,2.5527,61871514,1,32,,,20.56815593,106.8780028,,,,,,
Radar,1093,18465.3,2.55299,61881511,1,32,,,20.56813818,106.8779536,,,,,,
Radar,1093,18463.6,2.55284,61891511,1,40,,,20.5681647,106.8779667,,,,,,
Radar,1093,18464.9,2.55312,61901507,1,35,,,20.5681292,106.8779323,,,,,,
Radar,1093,18463.9,2.55308,61911532,1,42,,,20.56814036,106.8779329,,,,,,
Radar,1093,18461.2,2.55279,61921509,1,37,,,20.56818723,106.8779613,,,,,,
Radar,1093,18460.4,2.55281,61931523,1,42,,,20.56819137,106.8779541,,,,,,
Radar,1093,18460.2,2.55244,61941526,1,40,,,20.56822695,106.8780075,,,,,,
Radar,1093,18461.2,2.55256,61951510,1,42,,,20.56820842,106.8779952,,,,,,
Radar,1093,18462,2.5524,61961517,1,37,,,20.56821719,106.878023,,,,,,
Radar,1093,18464.8,2.55243,61971541,1,45,,,20.56819351,106.8780336,,,,,,
Radar,1093,18465.5,2.55234,61981540,1,50,,,20.56819658,106.8780506,,,,,,
Radar,1093,18467.9,2.55241,61991522,1,50,,,20.5681722,106.878053,,,,,,
Radar,1093,18467,2.55248,62001534,1,47,,,20.56817247,106.8780379,,,,,,
Radar,1093,18468.2,2.55253,62011527,1,55,,,20.5681589,106.878037,,,,,,
Radar,1093,18469.9,2.55229,62021522,1,42,,,20.56816833,106.8780814,,,,,,
Radar,1093,18472,2.55236,62031530,1,47,,,20.56814619,106.8780823,,,,,,
Radar,1093,18472.3,2.55215,62041532,1,30,,,20.56816332,106.8781149,,,,,,
Radar,1093,18474.5,2.55238,62051550,1,47,,,20.56812568,106.8780927,,,,,,
Radar,1093,18474.8,2.5523,62061548,1,37,,,20.56813082,106.8781061,,,,,,
Radar,1093,18476,2.55238,62071548,1,37,,,20.56811448,106.8781007,,,,,,
Radar,1093,18476.7,2.55218,62081557,1,35,,,20.5681277,106.8781339,,,,,,
Radar,1093,18476,2.55203,62091554,1,40,,,20.56814676,106.8781523,,,,,,
Radar,1093,18476.5,2.55204,62101548,1,37,,,20.56814211,106.8781535,,,,,,
Radar,1093,18475.7,2.55247,62111560,1,40,,,20.56810842,106.8780858,,,,,,
Radar,1093,18475.1,2.55228,62121548,1,37,,,20.56813042,106.8781106,,,,,,
Radar,1093,18475.9,2.55226,62131554,1,35,,,20.56812629,106.8781179,,,,,,
Radar,1093,18476.6,2.5521,62141560,1,42,,,20.56813583,106.8781452,,,,,,
Radar,1093,18475,2.55171,62151564,1,32,,,20.56818377,106.8781942,,,,,,
Radar,1093,18476.1,2.55179,62161556,1,40,,,20.56816817,106.8781882,,,,,,
Radar,1093,18476.8,2.55215,62171561,1,37,,,20.56812972,106.8781389,,,,,,
Radar,1093,18477.3,2.55232,62181588,1,40,,,20.5681103,106.8781165,,,,,,
Radar,1093,18477.5,2.55233,62191590,1,42,,,20.56810788,106.8781161,,,,,,
Radar,1093,18478.7,2.55218,62201555,1,40,,,20.56811276,106.8781446,,,,,,
Radar,1093,18478.2,2.55244,62211579,1,40,,,20.56809251,106.8781036,,,,,,
Radar,1093,18477.7,2.55277,62221567,1,42,,,20.56806582,106.8780522,,,,,,
Radar,1093,18478.4,2.55287,62231598,1,37,,,20.56805137,106.8780412,,,,,,
Radar,1093,18480.1,2.55238,62241581,1,37,,,20.56808385,106.8781226,,,,,,
Radar,1093,18479.1,2.55237,62251583,1,35,,,20.56809225,106.8781187,,,,,,
Radar,1093,18480.6,2.55236,62261595,1,32,,,20.56808197,106.8781282,,,,,,
Radar,1093,18481.7,2.55198,62271578,1,32,,,20.56810882,106.8781901,,,,,,
Radar,1093,18482.3,2.55184,62281583,1,30,,,20.56811727,106.878214,,,,,,
Radar,1093,18482.5,2.55244,62291582,1,27,,,20.5680604,106.8781265,,,,,,
Radar,1093,18481.4,2.55229,62301594,1,27,,,20.56808245,106.8781428,,,,,,
Radar,1093,18480.4,2.55244,62311594,1,40,,,20.56807608,106.8781153,,,,,,
Radar,1094,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1094,4534.98,2.56673,61623164,1,22,,,20.67190975,106.8031797,,,,,,
Radar,1094,4421.53,2.57868,61631495,1,170,,,20.67250939,106.8021598,,,,,,
Radar,1094,4429.32,2.57452,61641524,1,60,,,20.67253883,106.8023492,,,,,,
Radar,1094,4423.76,2.57328,61651499,0,0,,,20.67260745,106.802365,,,,,,
Radar,1094,4412.79,2.57302,61661503,0,0,,,20.67269605,106.8023175,,,,,,
Radar,1094,4449.55,2.56712,61671503,1,22,,,20.67254535,106.8027197,,,,,,
Radar,1094,4462.25,2.56306,61681485,0,0,,,20.67253829,106.8029318,,,,,,
Radar,1094,4459.98,2.57053,61691486,1,90,,,20.67239265,106.8026513,,,,,,
Radar,1094,4468.71,2.56983,61701507,1,90,,,20.67234187,106.8027219,,,,,,
Radar,1094,4473.72,2.56938,61711492,0,0,,,20.67231381,106.8027642,,,,,,
Radar,1094,4478.38,2.56893,61721499,0,0,,,20.67228843,106.8028047,,,,,,
Radar,1094,4483.04,2.56847,61731500,0,0,,,20.67226329,106.8028456,,,,,,
Radar,1094,4445.48,2.57807,61741508,1,117,,,20.67234044,106.8023046,,,,,,
Radar,1094,4426.83,2.58534,61751536,1,132,,,20.67232853,106.8019471,,,,,,
Radar,1094,4423.22,2.58964,61761540,1,107,,,20.67226617,106.8017734,,,,,,
Radar,1094,4425.06,2.59406,61771560,0,0,,,20.6721603,106.8016225,,,,,,
Radar,1094,4427.47,2.5985,61781550,0,0,,,20.67205022,106.8014732,,,,,,
Radar,1094,4429.96,2.60295,61791566,0,0,,,20.67193989,106.8013232,,,,,,
Radar,1094,4432.55,2.60738,61801556,0,0,,,20.67182977,106.8011739,,,,,,
Radar,1095,22677.4,2.59013,61623197,1,30,,,20.53258507,106.8936027,,,,,,
Radar,1095,22696.8,2.58534,61631509,1,27,,,20.53295031,106.8945883,,,,,,
Radar,1095,22696.7,2.58126,61641524,1,57401476420,,,20.53339174,106.8953421,,,,,,
Radar,1095,22699.1,2.58024,61651505,1,57401476437,,,20.53348411,106.8955426,,,,,,
Radar,1095,22698.1,2.57935,61661518,1,57401476435,,,20.53358838,106.8957017,,,,,,
Radar,1095,22698.9,2.5775,61671519,1,57401476430,,,20.53378369,106.8960468,,,,,,
Radar,1095,22705.5,2.57562,61681509,1,57401476427,,,20.53393891,106.8964269,,,,,,
Radar,1095,22706,2.57398,61691512,1,57401476420,,,20.53411472,106.8967311,,,,,,
Radar,1095,22711.8,2.57238,61701527,1,57401476440,,,20.53424651,106.8970552,,,,,,
Radar,1095,22717.7,2.57052,61711493,1,57401476427,,,20.53440675,106.8974273,,,,,,
Radar,1095,22719.5,2.56889,61721517,1,57401476435,,,20.53457319,106.8977357,,,,,,
Radar,1095,22722.5,2.56662,61731510,1,57401476422,,,20.53480207,106.8981673,,,,,,
Radar,1095,22726.6,2.56453,61741508,1,57401476430,,,20.53500358,106.8985713,,,,,,
Radar,1095,22727.3,2.56311,61751497,1,57401476425,,,20.53515664,106.8988346,,,,,,
Radar,1095,22725.5,2.56156,61761505,1,57401476430,,,20.53534339,106.8991082,,,,,,
Radar,1095,22731,2.56031,61771507,1,57401476437,,,20.53544209,106.8993653,,,,,,
Radar,1095,22734.2,2.55889,61781499,1,57401476430,,,20.53557747,106.8996412,,,,,,
Radar,1095,22733,2.55769,61791504,1,57401476420,,,20.53572145,106.8998535,,,,,,
Radar,1095,22737.1,2.55595,61801514,1,57401476432,,,20.5358869,106.900192,,,,,,
Radar,1095,22740.9,2.55435,61811497,1,57401476432,,,20.53603933,106.9005032,,,,,,
Radar,1095,22741.5,2.55277,61821490,1,57401476425,,,20.5362139,106.9007935,,,,,,
Radar,1095,22748.2,2.55107,61831493,1,57401476432,,,20.53635703,106.9011379,,,,,,
Radar,1095,22750.7,2.54916,61841497,1,57401476435,,,20.53655603,106.9014977,,,,,,
Radar,1095,22755.7,2.54721,61851496,1,57401476435,,,20.53674167,106.9018778,,,,,,
Radar,1095,22754.3,2.54596,61861490,1,27,,,20.5368953,106.9020965,,,,,,
Radar,1095,22758.2,2.54445,61871498,1,32,,,20.53703969,106.9023905,,,,,,
Radar,1095,22762.7,2.54207,61881490,1,32,,,20.53728038,106.9028447,,,,,,
Radar,1095,22768.1,2.54061,61891503,1,35,,,20.537409,106.9031374,,,,,,
Radar,1095,22769.4,2.53891,61901495,1,57401476422,,,20.53759623,106.9034509,,,,,,
Radar,1095,22770.9,2.53739,61911501,1,57401476422,,,20.53776157,106.9037328,,,,,,
Radar,1095,22775.4,2.53564,61921487,1,57401476437,,,20.53793197,106.9040721,,,,,,
Radar,1095,22776.3,2.53382,61931493,1,57401476432,,,20.53813769,106.904404,,,,,,
Radar,1095,22779,2.53158,61941494,1,57401476427,,,20.53837994,106.9048208,,,,,,
