,MMSI,type,length,beam,range,bearing,timestamp,lat,long,"lat, ","lon,",,
AIS,574014401,70,79,14,23534.6,5.69142,62102573,0.364455,1.86145,20.88173332,106.6532288,,
AIS,377265000,0,0,0,24829.1,5.62598,62102836,0.364474,1.8611,20.88282194,106.6331753,,
AIS,312261000,70,108,18,21176.2,2.26378,62103077,0.359265,1.86638,20.58436823,106.935697,,
AIS,574513615,0,0,0,24741.5,5.6311,62103798,0.364475,1.86113,20.88287924,106.6348941,,
AIS,574112659,60,37,9,39742.9,0.852657,62104073,0.36549,1.86868,20.94103445,107.0674773,,
AIS,574191919,52,28,13,24786,5.63341,62104091,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574004380,80,144,23,18418.1,0.51441,62104263,0.363906,1.86517,20.85027794,106.8663691,,
AIS,357787000,70,182,28,25587,2.64761,62104265,0.357853,1.86569,20.50346659,106.8961629,,
AIS,373481000,70,229,32,39174,0.88839,62104947,0.365263,1.86876,20.92802831,107.0720609,,
AIS,574012575,75,95,14,13836.3,0.516507,62105106,0.363278,1.8648,20.81429619,106.8451696,,
AIS,355632000,0,172,33,13853.3,0.429267,62105346,0.363367,1.86462,20.81939551,106.8348564,,
AIS,574123561,200,10,6,26757.1,2.19509,62105454,0.358933,1.86729,20.56534603,106.9878361,,
AIS,352001416,70,100,16,23046.7,5.69587,62105478,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574012768,70,79,13,61361.6,3.37031,62105531,0.352008,1.86133,20.16857275,106.6463533,,
AIS,995741830,141,2,2,15310.6,0.654789,62106244,0.363296,1.86522,20.81532751,106.8692339,,
AIS,538007558,70,199,32,49754.6,1.89496,62106330,0.358892,1.87156,20.5629969,107.2324891,,
AIS,574401862,0,0,0,21276.5,5.74562,62106911,0.364258,1.86182,20.87044605,106.6744282,,
AIS,574014992,70,74,14,20273.5,1.49234,62107498,0.361637,1.86704,20.72027382,106.9735122,,
AIS,574014574,70,98,16,14470.7,0.308054,62107543,0.363554,1.86439,20.83010983,106.8216784,,
AIS,574568120,30,26,6,1920.71,0.630502,62107928,0.361633,1.86384,20.72004463,106.7901657,,
AIS,574014911,70,77,14,14067.1,0.13764,62108417,0.363577,1.86398,20.83142763,106.7981871,,
AIS,574373000,0,0,0,37175.7,5.55634,62108725,0.365747,1.8595,20.95575947,106.541502,,
AIS,574003420,80,97,16,19379.7,2.70168,62108944,0.358637,1.86504,20.54838648,106.8589206,,
AIS,574401641,0,0,0,27382.9,5.65489,62108973,0.364866,1.86095,20.90528189,106.6245809,,
AIS,574899899,52,0,0,24765.8,5.63178,62109372,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574013852,70,79,12,43534.3,5.6519,62109400,0.366903,1.85933,21.02199339,106.5317617,,
AIS,574015007,70,71,12,17420.4,1.01721,62109425,0.362826,1.86614,20.7883985,106.921946,,
AIS,574013507,70,79,12,57192.8,3.91729,62109584,0.354973,1.85695,20.33845474,106.3953978,,
AIS,574012693,80,79,12,26135.7,4.04637,62109716,0.358853,1.86021,20.56076237,106.582182,,
AIS,574014918,0,0,0,20319.7,5.7964,62109760,0.364208,1.86206,20.86758126,106.6881792,,
AIS,574491000,70,112,18,27341.1,2.13721,62110278,0.359084,1.86752,20.57399769,107.0010142,,
AIS,574013714,70,71,11,18378.9,0.510164,62110464,0.363907,1.86516,20.85033524,106.8657961,,
AIS,574565012,30,26,6,36227.7,1.72241,62110842,0.360525,1.86966,20.65656091,107.1236271,,
AIS,574222258,30,24,7,14937,6.25491,62111007,0.363733,1.86358,20.84036577,106.7752688,,
AIS,574566201,30,26,6,2104.07,0.766304,62111197,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574110237,60,52,11,23203.3,5.71015,62111583,0.364449,1.86154,20.88138955,106.6583854,,
AIS,574014401,70,79,14,23533.8,5.69147,62111826,0.364455,1.86145,20.88173332,106.6532288,,
AIS,574225252,30,26,6,38086.7,2.99731,62112229,0.355474,1.86457,20.36715993,106.8319916,,
AIS,352003194,0,0,0,14885.5,6.2592,62112304,0.363726,1.86359,20.8399647,106.7758417,,
AIS,574912277,30,30,8,34443.4,5.53879,62112385,0.365364,1.85973,20.93381519,106.55468,,
AIS,574400554,70,72,12,14661.7,0.58811,62112757,0.363304,1.86502,20.81578588,106.8577747,,
AIS,574014915,52,28,11,17034.7,0.91706,62113228,0.363015,1.86592,20.7992274,106.9093409,,
AIS,353368000,74,267,35,23810.3,1.86442,62113261,0.360306,1.86747,20.64401313,106.9981494,,
AIS,574002938,0,0,0,20975.9,2.01185,62113467,0.359983,1.86683,20.6255066,106.9614801,,
AIS,574955000,89,106,18,24964.4,3.65933,62113625,0.357984,1.86158,20.51097233,106.6606772,,
AIS,574191919,52,28,13,24785.6,5.63343,62113772,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574012563,70,79,13,13543.5,0.0988575,62114507,0.363505,1.86388,20.82730233,106.7924575,,
AIS,565106000,74,294,32,16970,0.926447,62114703,0.362989,1.86593,20.79773771,106.9099139,,
AIS,574101419,0,0,0,18975.4,5.96414,62114815,0.364218,1.86265,20.86815422,106.7219837,,
AIS,574012768,70,79,13,61376.9,3.37038,62115394,0.352006,1.86132,20.16845816,106.6457803,,
AIS,352001416,70,100,16,23046.7,5.69587,62115478,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574014565,70,79,14,57197.3,3.91796,62115798,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574013126,70,64,11,20509.1,5.78828,62116300,0.364222,1.86202,20.86838341,106.6858874,,
AIS,574912255,0,0,0,34439.7,5.53906,62116385,0.365364,1.85973,20.93381519,106.55468,,
AIS,574014575,7,37,10,16993.2,0.878576,62116436,0.363091,1.86585,20.80358188,106.9053302,,
AIS,574565382,30,26,6,46204.4,2.96462,62116476,0.35425,1.86501,20.29702989,106.8572017,,
AIS,477548900,71,172,28,14247.1,0.218417,62116493,0.363573,1.86417,20.83119844,106.8090733,,
AIS,574013615,0,0,0,37756.4,5.5495,62116585,0.365788,1.8594,20.9581086,106.5357724,,
AIS,574000000,52,28,13,24841.7,5.62731,62116680,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574014574,70,98,16,14465,0.309157,62116680,0.363553,1.86439,20.83005253,106.8216784,,
AIS,353089000,0,0,0,56506.1,1.7001,62116980,0.360232,1.87305,20.63977325,107.3178598,,
AIS,574110251,60,60,12,27744.5,0.897823,62117292,0.364102,1.8673,20.86150791,106.9884091,,
AIS,375637000,52,23,12,24749,5.63285,62117316,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574708999,52,25,13,24795.5,5.63215,62117450,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574003050,0,0,0,13731.9,0.173163,62117477,0.363513,1.86405,20.8277607,106.8021978,,
AIS,574003420,80,97,16,19354,2.70044,62117505,0.358642,1.86504,20.54867296,106.8589206,,
AIS,574012475,70,80,13,13708.4,0.162694,62117745,0.363513,1.86402,20.8277607,106.8004789,,
AIS,574012703,0,0,0,26544,5.60174,62117901,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574014992,70,74,14,20257.8,1.49103,62118075,0.361641,1.86704,20.720503,106.9735122,,
AIS,574562437,30,26,6,17300.1,2.08558,62118075,0.360052,1.86618,20.62946001,106.9242378,,
AIS,574128295,35,47,8,16022.2,6.13643,62118076,0.363878,1.86326,20.84867366,106.7569341,,
AIS,574013074,70,77,10,26611.1,1.76521,62118438,0.36058,1.86803,20.65971218,107.030235,,
AIS,352003621,70,92,14,22989.2,5.69,62118810,0.364381,1.86149,20.87749343,106.6555206,,
AIS,574401033,70,99,16,20789.3,1.63043,62118942,0.361193,1.86713,20.69483449,106.9786688,,
AIS,574015007,70,71,12,17420.4,1.01721,62119526,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014918,0,0,0,20321.4,5.79645,62119662,0.364209,1.86206,20.86763856,106.6881792,,
AIS,574014134,70,78,13,18213.5,5.97548,62120411,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574111524,65,86,13,40354.2,0.815305,62120516,0.365729,1.86859,20.95472815,107.0623206,,
AIS,574899899,52,0,0,24765.8,5.63178,62120544,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014442,0,0,0,12403.5,2.1734,62120644,0.360286,1.86537,20.64286722,106.8778282,,
AIS,574400613,70,69,12,24546,0.727512,62121609,0.364266,1.86639,20.87090442,106.9362699,,
AIS,574003360,81,97,16,20625.2,1.61444,62121731,0.361247,1.86711,20.69792846,106.9775229,,
AIS,441271000,72,141,24,16782.6,6.07463,62121903,0.363967,1.86307,20.85377298,106.7460479,,
AIS,574491000,70,112,18,27377.3,2.13484,62121931,0.35909,1.86753,20.57434147,107.0015871,,
AIS,574560879,30,26,6,41396.5,3.49265,62121984,0.355288,1.86127,20.35650291,106.6429155,,
AIS,574572000,0,0,0,39848.5,0.873392,62122011,0.365402,1.86879,20.93599243,107.0737798,,
AIS,574014116,80,83,14,30626.2,2.77587,62122038,0.3569,1.86549,20.44886371,106.8847037,,
AIS,352003194,0,0,0,14896.4,6.25807,62122118,0.363727,1.86359,20.84002199,106.7758417,,
AIS,574110237,60,52,11,23205.5,5.71021,62122303,0.36445,1.86154,20.88144684,106.6583854,,
AIS,574014296,70,79,15,24736.8,5.60697,62122703,0.364417,1.86105,20.87955608,106.6303105,,
AIS,353089000,0,0,0,56543.9,1.69971,62122773,0.360234,1.87306,20.63988784,107.3184328,,
AIS,574006030,70,119,17,20310.4,5.8345,62123723,0.364262,1.86217,20.87067524,106.6944817,,
AIS,538008860,70,141,24,14251.9,0.349611,62123851,0.363491,1.86447,20.82650019,106.826262,,
AIS,941050721,0,0,0,43457.8,3.65778,62123933,0.355455,1.86006,20.36607131,106.5735876,,
AIS,563228300,0,0,0,48077.1,1.49424,62123934,0.361956,1.8717,20.73855117,107.2405105,,
AIS,574955000,89,106,18,24964.5,3.65932,62123992,0.357984,1.86158,20.51097233,106.6606772,,
AIS,574565733,30,26,6,2142.62,0.76096,62124060,0.361633,1.8639,20.72004463,106.7936034,,
AIS,574560171,30,45,6,2111.3,0.769081,62124427,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574014611,70,109,20,27403.5,6.15787,62124572,0.365657,1.86308,20.95060285,106.7466209,,
AIS,312261000,70,108,18,21175,2.26371,62124995,0.359265,1.86638,20.58436823,106.935697,,
AIS,574013615,0,0,0,37756.4,5.5495,62125052,0.365788,1.8594,20.9581086,106.5357724,,
AIS,355632000,0,172,33,13836.8,0.431959,62125143,0.363362,1.86462,20.81910904,106.8348564,,
AIS,574014116,80,83,14,30644,2.77604,62125146,0.356897,1.86549,20.44869182,106.8847037,,
AIS,574005940,70,172,28,21536.9,2.6572,62125180,0.358398,1.86533,20.53469279,106.8755364,,
AIS,574012768,70,79,13,61393.9,3.37041,62125291,0.352004,1.86132,20.16834357,106.6457803,,
AIS,574012575,75,95,14,13805.6,0.512333,62125571,0.363278,1.86479,20.81429619,106.8445967,,
AIS,574225252,30,26,6,38064,2.99785,62125574,0.355477,1.86457,20.36733181,106.8319916,,
AIS,375637000,52,23,12,24749,5.63285,62126331,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014574,70,98,16,14458.3,0.310285,62126570,0.363551,1.86439,20.82993794,106.8216784,,
AIS,941121212,0,0,0,13696,2.26468,62126673,0.360014,1.86542,20.62728277,106.880693,,
AIS,574201064,30,38,6,30002.6,1.62317,62126759,0.361139,1.86868,20.69174052,107.0674773,,
AIS,574708999,52,25,13,24795.5,5.63215,62127075,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574013405,0,0,0,37330,5.56617,62127315,0.365804,1.85953,20.95902533,106.5432209,,
AIS,941121212,0,0,0,13696,2.26468,62127607,0.360014,1.86542,20.62728277,106.880693,,
AIS,574012659,70,79,13,27135,5.63628,62128008,0.364787,1.8609,20.90075552,106.6217161,,
AIS,574014911,70,77,14,14077.8,0.142932,62128085,0.363577,1.86399,20.83142763,106.7987601,,
AIS,511101478,89,135,21,19234.2,5.94728,62128241,0.36424,1.86259,20.86941473,106.718546,,
AIS,574013507,70,79,12,57193.1,3.91728,62130197,0.354973,1.85695,20.33845474,106.3953978,,
AIS,574110936,0,0,0,30053.3,1.46218,62130617,0.361897,1.86867,20.73517072,107.0669043,,
AIS,574321485,0,0,0,1919.36,0.610991,62130619,0.361637,1.86384,20.72027382,106.7901657,,
AIS,995741972,152,4,4,21988,1.63501,62130694,0.361166,1.86733,20.6932875,106.990128,,
AIS,574356000,70,125,18,27218.3,6.17318,62130922,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574014116,80,83,14,30651.8,2.77616,62130923,0.356896,1.86549,20.44863453,106.8847037,,
AIS,574013852,70,79,12,43534.8,5.65193,62130925,0.366903,1.85933,21.02199339,106.5317617,,
AIS,574321485,0,0,0,1919.36,0.610991,62130973,0.361637,1.86384,20.72027382,106.7901657,,
AIS,574014764,0,0,0,22865.3,2.50152,62131664,0.35851,1.86594,20.54110991,106.9104868,,
AIS,574572000,0,0,0,39848.6,0.873362,62131742,0.365403,1.86879,20.93604972,107.0737798,,
AIS,357510000,80,95,16,20065.6,1.49044,62132123,0.361641,1.86701,20.720503,106.9717933,,
AIS,574001530,70,79,12,26131.8,5.58949,62132275,0.364542,1.86085,20.88671806,106.6188513,,
AIS,574263000,0,0,0,18896.5,5.95503,62132542,0.364197,1.86263,20.86695101,106.7208378,,
AIS,574012147,70,80,13,37268.7,5.56039,62132994,0.365774,1.85951,20.95730646,106.542075,,
AIS,574400554,70,72,12,14619,0.584752,62133182,0.363303,1.86501,20.81572858,106.8572017,,
AIS,574014205,0,0,0,57192.9,3.91678,62133382,0.35497,1.85695,20.33828285,106.3953978,,
AIS,538005897,72,141,25,19330.5,1.43628,62133442,0.361795,1.86687,20.72932655,106.9637719,,
AIS,574565382,30,26,6,46203.2,2.9646,62133482,0.354251,1.86501,20.29708719,106.8572017,,
AIS,574912277,30,30,8,34443.6,5.5388,62133689,0.365364,1.85973,20.93381519,106.55468,,
AIS,574513615,0,0,0,24742,5.63108,62134090,0.364475,1.86113,20.88287924,106.6348941,,
AIS,563228300,0,0,0,48057.3,1.4948,62134118,0.361952,1.87169,20.73832199,107.2399376,,
AIS,574014611,70,109,20,27403.7,6.15787,62134142,0.365657,1.86308,20.95060285,106.7466209,,
AIS,352001416,70,100,16,23046.7,5.69587,62134241,0.3644,1.86151,20.87858205,106.6566665,,
AIS,538008860,70,141,24,14243.8,0.351357,62134298,0.363489,1.86448,20.8263856,106.826835,,
AIS,377265000,0,0,0,24829.5,5.62599,62134382,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574012575,75,95,14,13792.5,0.510505,62134489,0.363278,1.86478,20.81429619,106.8440237,,
AIS,440301000,70,148,24,20480.4,1.52374,62134581,0.361539,1.86709,20.71465883,106.976377,,
AIS,574002928,200,10,6,28431.9,2.18524,62134583,0.358815,1.86755,20.55858513,107.002733,,
AIS,373481000,70,229,32,39128.8,0.891552,62134697,0.365244,1.86877,20.92693969,107.0726339,,
AIS,312261000,70,108,18,21174,2.26366,62134729,0.359266,1.86638,20.58442552,106.935697,,
AIS,574410000,0,0,0,26624.6,2.57368,62134861,0.357866,1.86605,20.50421143,106.9167894,,
AIS,574013126,70,64,11,20520.4,5.78614,62135555,0.36422,1.86201,20.86826881,106.6853144,,
AIS,574112023,30,26,6,25002.1,2.4475,62136104,0.358372,1.86633,20.5332031,106.9328322,,
AIS,754128076,0,0,0,17205.1,6.03108,62136144,0.364005,1.86293,20.85595022,106.7380265,,
AIS,574013615,0,0,0,37756.4,5.5495,62136220,0.365788,1.8594,20.9581086,106.5357724,,
AIS,353089000,0,0,0,56625.1,1.69887,62136317,0.36024,1.87307,20.64023161,107.3190057,,
AIS,574002990,80,92,15,19319.4,6.14334,62136729,0.364393,1.8632,20.87818098,106.7534964,,
AIS,574560164,30,26,6,13666.1,2.26449,62137069,0.360018,1.86541,20.62751195,106.8801201,,
AIS,574014911,70,77,14,14083.6,0.145827,62137368,0.363577,1.864,20.83142763,106.799333,,
AIS,353368000,74,267,35,23979.5,1.85916,62137520,0.360317,1.86751,20.64464339,107.0004412,,
AIS,563158400,70,147,23,20998.9,1.56546,62137552,0.361405,1.86718,20.70698119,106.9815336,,
AIS,574912255,0,0,0,34440.6,5.53903,62137817,0.365364,1.85973,20.93381519,106.55468,,
AIS,574110251,60,60,12,27746.6,0.897849,62137894,0.364102,1.8673,20.86150791,106.9884091,,
AIS,574013701,70,80,15,14527.7,0.298205,62138462,0.363569,1.86437,20.83096926,106.8205325,,
AIS,574373000,0,0,0,37175.7,5.55636,62138490,0.365747,1.8595,20.95575947,106.541502,,
AIS,574012693,80,79,12,26139.6,4.04636,62138754,0.358853,1.86021,20.56076237,106.582182,,
AIS,574002860,70,75,12,19459.6,1.80912,62138890,0.360667,1.86682,20.66469691,106.9609071,,
AIS,574012659,70,79,13,27156.3,5.63733,62138914,0.364792,1.86091,20.901042,106.6222891,,
AIS,574013074,70,77,10,26590.1,1.76426,62139233,0.360584,1.86803,20.65994136,107.030235,,
AIS,352003621,70,92,14,22988.9,5.68999,62139370,0.364381,1.86149,20.87749343,106.6555206,,
AIS,574128295,35,47,8,16022.2,6.13643,62139450,0.363878,1.86326,20.84867366,106.7569341,,
AIS,574401641,0,0,0,27382.6,5.65488,62139954,0.364866,1.86095,20.90528189,106.6245809,,
AIS,574003155,200,10,6,1913.76,0.641931,62140810,0.36163,1.86384,20.71987275,106.7901657,,
AIS,574222258,30,24,7,14969.1,6.25189,62141022,0.363738,1.86357,20.84065225,106.7746958,,
AIS,574356000,70,125,18,27218.3,6.17315,62141043,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574003400,90,32,9,17118.4,6.0362,62141355,0.363995,1.86295,20.85537726,106.7391724,,
AIS,574703156,200,10,6,1905.76,0.614171,62141357,0.361634,1.86384,20.72010193,106.7901657,,
AIS,377265000,0,0,0,24829.7,5.626,62143449,0.364474,1.8611,20.88282194,106.6331753,,
AIS,538005897,72,141,25,19307.8,1.43425,62143478,0.361801,1.86686,20.72967032,106.9631989,,
AIS,574014401,70,79,14,23532.2,5.69142,62143500,0.364455,1.86145,20.88173332,106.6532288,,
AIS,574014915,52,28,11,17016.2,0.91773,62143672,0.363012,1.86592,20.79905551,106.9093409,,
AIS,574012773,70,80,12,34341,5.6689,62143674,0.365793,1.86033,20.95839508,106.5890575,,
AIS,574001530,70,79,12,26132.3,5.5895,62143817,0.364542,1.86085,20.88671806,106.6188513,,
AIS,574013126,70,64,11,20526.5,5.78508,62144675,0.36422,1.862,20.86826881,106.6847415,,
AIS,574101419,0,0,0,18982.1,5.96409,62144764,0.364219,1.86265,20.86821152,106.7219837,,
AIS,574013615,0,0,0,37756.4,5.5495,62146223,0.365788,1.8594,20.9581086,106.5357724,,
AIS,574912255,0,0,0,34440.6,5.53903,62146249,0.365364,1.85973,20.93381519,106.55468,,
AIS,574401177,33,51,8,15149.4,6.25034,62146398,0.363766,1.86357,20.84225653,106.7746958,,
AIS,574002860,70,75,12,19454.6,1.81036,62147341,0.360664,1.86682,20.66452502,106.9609071,,
AIS,574401033,70,99,16,20902.3,1.62798,62147634,0.3612,1.86715,20.69523556,106.9798147,,
AIS,574014574,70,98,16,14443.8,0.31257,62147693,0.363547,1.8644,20.82970875,106.8222513,,
AIS,352003587,70,120,22,50388.8,2.1947,62147875,0.356761,1.8705,20.44089959,107.1717556,,
AIS,574013701,70,80,15,14528.1,0.295947,62147903,0.363571,1.86436,20.83108385,106.8199595,,
AIS,574013074,70,77,10,26580.9,1.76389,62148167,0.360586,1.86803,20.66005595,107.030235,,
AIS,574003420,80,97,16,19251.3,2.696,62148634,0.358663,1.86504,20.54987617,106.8589206,,
AIS,574012022,70,21,5,11215.1,0.687641,62148637,0.36275,1.86485,20.78404402,106.8480344,,
AIS,353368000,74,267,35,24064.5,1.85651,62149578,0.360323,1.86752,20.64498716,107.0010142,,
AIS,574395000,80,0,0,12551.1,2.3504,62149714,0.360004,1.86515,20.62670981,106.8652232,,
AIS,574899899,52,0,0,24765.8,5.63178,62149739,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574012693,80,79,12,26138.1,4.04639,62149979,0.358853,1.86021,20.56076237,106.582182,,
AIS,574014442,0,0,0,12285.4,2.17565,62150034,0.360293,1.86535,20.64326829,106.8766823,,
AIS,574014686,70,77,12,26418.5,5.59648,62150102,0.364595,1.86084,20.88975473,106.6182783,,
AIS,574356000,70,125,18,27218,6.17313,62150194,0.365636,1.86315,20.94939964,106.7506316,,
AIS,995741970,152,4,4,20978.6,1.57597,62150506,0.361371,1.86717,20.70503314,106.9809606,,
AIS,574111524,65,86,13,40400.6,0.815467,62150595,0.365733,1.8686,20.95495733,107.0628936,,
AIS,574013527,70,79,12,23068,5.70947,62151619,0.36443,1.86155,20.88030093,106.6589584,,
AIS,574012424,0,0,0,23002.1,2.19333,62151859,0.359283,1.86679,20.58539955,106.9591882,,
AIS,574014915,52,28,11,17016.1,0.917599,62152276,0.363012,1.86592,20.79905551,106.9093409,,
AIS,574112492,0,0,0,31825.1,0.710167,62152328,0.365175,1.86714,20.92298628,106.9792418,,
AIS,538005897,72,141,25,19286.9,1.4324,62152380,0.361806,1.86686,20.7299568,106.9631989,,
AIS,353089000,0,0,0,56729.7,1.6978,62152742,0.360247,1.87309,20.64063268,107.3201516,,
AIS,440301000,70,148,24,20434,1.5209,62153289,0.361548,1.86708,20.71517449,106.975804,,
AIS,574014116,80,83,14,30725.5,2.77718,62154676,0.356883,1.86549,20.44788968,106.8847037,,
AIS,352001416,70,100,16,23046.7,5.69587,62155208,0.3644,1.86151,20.87858205,106.6566665,,
AIS,538008860,70,141,24,14230.6,0.354463,62155553,0.363484,1.86448,20.82609912,106.826835,,
AIS,574912255,0,0,0,34440.6,5.53903,62156248,0.365364,1.85973,20.93381519,106.55468,,
AIS,574000000,52,28,13,24841.6,5.62731,62156649,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574562829,30,26,6,24713.1,1.39385,62157132,0.36207,1.86774,20.74508289,107.0136192,,
AIS,574110251,60,60,12,27747,0.897833,62157526,0.364102,1.8673,20.86150791,106.9884091,,
AIS,574013701,70,80,15,14528.9,0.293428,62157553,0.363573,1.86436,20.83119844,106.8199595,,
AIS,375637000,52,23,12,24749.1,5.63285,62157673,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574000001,52,34,13,24862.6,5.62673,62157712,0.36448,1.8611,20.88316572,106.6331753,,
AIS,574014574,70,98,16,14437.2,0.313647,62157741,0.363545,1.8644,20.82959416,106.8222513,,
AIS,574401033,70,99,16,20938.4,1.62721,62157765,0.361202,1.86716,20.69535015,106.9803877,,
AIS,574013405,0,0,0,37330.3,5.56618,62157795,0.365804,1.85953,20.95902533,106.5432209,,
AIS,574002860,70,75,12,19446,1.81224,62158166,0.360658,1.86682,20.66418125,106.9609071,,
AIS,574708999,52,25,13,24795.8,5.63216,62158220,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574912288,0,0,0,34391.8,5.53833,62158431,0.365356,1.85973,20.93335682,106.55468,,
AIS,574012693,80,79,12,26133.4,4.04648,62158697,0.358854,1.86021,20.56081966,106.582182,,
AIS,574000000,52,28,13,24775.8,5.63367,62158782,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574014734,70,79,14,41382.6,0.726852,62158929,0.36624,1.86828,20.98400629,107.0445589,,
AIS,353089000,0,0,0,56766.9,1.6974,62159033,0.36025,1.8731,20.64080457,107.3207246,,
AIS,574014116,80,83,14,30736.1,2.77736,62160433,0.356881,1.86549,20.44777509,106.8847037,,
AIS,574014764,0,0,0,22868.8,2.49662,62160622,0.35852,1.86596,20.54168287,106.9116327,,
AIS,352003194,0,0,0,14937,6.25439,62160658,0.363733,1.86358,20.84036577,106.7752688,,
AIS,574014096,0,0,0,60386.9,1.06525,62160721,0.365967,1.87253,20.96836454,107.288066,,
AIS,441271000,72,141,24,16863.3,6.06802,62161035,0.363976,1.86305,20.85428864,106.744902,,
AIS,574012424,0,0,0,23001.5,2.19335,62161035,0.359283,1.86679,20.58539955,106.9591882,,
AIS,574395000,80,0,0,12550.9,2.35038,62161190,0.360005,1.86515,20.6267671,106.8652232,,
AIS,574003260,0,29,11,17143,0.932826,62161323,0.362991,1.86596,20.7978523,106.9116327,,
AIS,574400613,70,69,12,24489.1,0.727411,62161584,0.36426,1.86639,20.87056065,106.9362699,,
AIS,574572000,0,0,0,39849.3,0.873258,62162035,0.365403,1.86878,20.93604972,107.0732068,,
AIS,574110237,60,52,11,23205.4,5.71021,62162354,0.36445,1.86154,20.88144684,106.6583854,,
AIS,234310529,0,10,10,19352.4,2.03265,62162534,0.360035,1.86656,20.62848598,106.9460102,,
AIS,574003360,81,97,16,20761.9,1.61144,62162631,0.361255,1.86713,20.69838683,106.9786688,,
AIS,234310529,0,10,10,19352.4,2.03265,62163265,0.360035,1.86656,20.62848598,106.9460102,,
AIS,440301000,70,148,24,20410.1,1.51926,62163285,0.361553,1.86707,20.71546097,106.9752311,,
AIS,574014296,70,79,15,24738.3,5.60698,62163473,0.364417,1.86105,20.87955608,106.6303105,,
AIS,574006030,70,119,17,20312.2,5.83454,62163633,0.364262,1.86217,20.87067524,106.6944817,,
AIS,574014205,0,0,0,57188.4,3.91682,62163753,0.354971,1.85695,20.33834015,106.3953978,,
AIS,574513615,0,0,0,24741.5,5.6311,62163793,0.364475,1.86113,20.88287924,106.6348941,,
AIS,574225252,30,26,6,38003,2.9994,62163899,0.355485,1.86455,20.36779018,106.8308457,,
AIS,574565733,30,26,6,2132.33,0.759118,62164053,0.361633,1.8639,20.72004463,106.7936034,,
AIS,574191919,52,28,13,24788.4,5.63334,62164087,0.364487,1.86113,20.88356679,106.6348941,,
AIS,574955000,89,106,18,24966.1,3.65945,62164337,0.357984,1.86158,20.51097233,106.6606772,,
AIS,565106000,74,294,32,16975,0.926402,62164434,0.362989,1.86593,20.79773771,106.9099139,,
AIS,353089000,0,0,0,56801.9,1.69701,62164578,0.360253,1.8731,20.64097646,107.3207246,,
AIS,574013126,70,64,11,20537.7,5.78278,62164683,0.364218,1.862,20.86815422,106.6847415,,
AIS,538008860,70,141,24,14225.5,0.355766,62165283,0.363483,1.86448,20.82604182,106.826835,,
AIS,355632000,0,172,33,13811.8,0.437329,62165339,0.363354,1.86463,20.81865067,106.8354294,,
AIS,352001416,70,100,16,23044.7,5.69596,62165471,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574225252,30,26,6,37999.7,2.9995,62165583,0.355485,1.86455,20.36779018,106.8308457,,
AIS,754128076,0,0,0,17204.5,6.03103,62165764,0.364005,1.86293,20.85595022,106.7380265,,
AIS,574012575,75,95,14,13751.9,0.504182,62165952,0.36328,1.86477,20.81441078,106.8434508,,
AIS,563158400,70,147,23,20914.5,1.55987,62166606,0.361424,1.86716,20.70806981,106.9803877,,
AIS,477548900,71,172,28,14287.6,0.230833,62166640,0.363573,1.8642,20.83119844,106.8107922,,
AIS,574111388,60,0,0,31907.3,0.745811,62167148,0.365066,1.86729,20.91674104,106.9878361,,
AIS,574014574,70,98,16,14430.6,0.314623,62167342,0.363544,1.8644,20.82953687,106.8222513,,
AIS,574012703,0,0,0,26543.7,5.60173,62167445,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574013701,70,80,15,14529.6,0.290913,62167821,0.363574,1.86435,20.83125574,106.8193865,,
AIS,574568120,30,26,6,1920.86,0.630444,62167942,0.361633,1.86384,20.72004463,106.7901657,,
AIS,574000000,52,28,13,24775.8,5.63367,62168061,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574014911,70,77,14,14104.2,0.155183,62168405,0.363577,1.86402,20.83142763,106.8004789,,
