,MMSI,type,length,beam,range,bearing,timestamp,lat,long,"lat, ","lon,",,
AIS,574400613,70,69,12,25042,0.727843,61721634,0.364323,1.86645,20.87417028,106.9397077,,
AIS,574491000,70,112,18,26239.4,2.21751,61722024,0.358906,1.86716,20.56379904,106.9803877,,
AIS,574003420,80,97,16,20128.2,2.75212,61722048,0.358467,1.86493,20.53864619,106.8526181,,
AIS,574003360,81,97,16,19235.1,1.64024,61722358,0.361179,1.86687,20.69403235,106.9637719,,
AIS,563158400,70,147,23,20901.6,1.64789,61722637,0.361135,1.86715,20.69151133,106.9798147,,
AIS,574012147,70,80,13,37268,5.56038,61722687,0.365774,1.85951,20.95730646,106.542075,,
AIS,477547400,71,148,24,13924,0.356097,61722985,0.363438,1.86447,20.82346351,106.826262,,
AIS,377265000,0,0,0,24829.8,5.62597,61723725,0.364474,1.8611,20.88282194,106.6331753,,
AIS,353368000,74,267,35,21208.5,1.96283,61723851,0.360116,1.86694,20.63312694,106.9677826,,
AIS,574001001,0,0,0,20953,5.73856,61723851,0.364202,1.86183,20.86723749,106.6750012,,
AIS,574955000,89,106,18,24962.9,3.6588,61723897,0.357983,1.86158,20.51091504,106.6606772,,
AIS,574013126,70,64,11,20493.2,5.83503,61725117,0.364288,1.86216,20.87216493,106.6939088,,
AIS,574014611,70,109,20,27405.9,6.15783,61725141,0.365658,1.86308,20.95066015,106.7466209,,
AIS,574012475,70,80,13,13707.1,0.16271,61725287,0.363513,1.86402,20.8277607,106.8004789,,
AIS,574000000,52,28,13,24842.2,5.62733,61726286,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574014574,70,98,16,14334.7,0.239532,61726452,0.363575,1.86422,20.83131304,106.8119381,,
AIS,375637000,52,23,12,24748.5,5.63283,61726503,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574201064,30,38,6,30707.4,1.61756,61726807,0.36116,1.8688,20.69294373,107.0743528,,
AIS,563158400,70,147,23,20932.7,1.64689,61727065,0.361138,1.86715,20.69168322,106.9798147,,
AIS,574002928,200,10,6,28428.3,2.18533,61727201,0.358815,1.86755,20.55858513,107.002733,,
AIS,440301000,70,148,24,21490,1.60258,61727247,0.36128,1.86726,20.69981922,106.9861173,,
AIS,620999491,70,86,13,24307,5.62838,61727754,0.364415,1.86117,20.87944149,106.637186,,
AIS,512345678,30,28,24,3656.01,0.837789,61728688,0.361774,1.86411,20.72812334,106.8056355,,
AIS,574401641,0,0,0,27382.9,5.6548,61728905,0.364866,1.86095,20.90528189,106.6245809,,
AIS,574013507,70,79,12,57190.7,3.91729,61728956,0.354974,1.85695,20.33851204,106.3953978,,
AIS,574014911,70,77,14,14324.3,0.034846,61729021,0.363637,1.86374,20.83486537,106.7844361,,
AIS,353368000,74,267,35,21245.9,1.96115,61729384,0.360119,1.86695,20.63329882,106.9683556,,
AIS,353089000,0,0,0,54126.8,1.72592,61729477,0.360064,1.87262,20.63014755,107.2932226,,
AIS,574003400,90,32,9,17114.7,6.03589,61729783,0.363994,1.86295,20.85531997,106.7391724,,
AIS,574014686,70,77,12,26421.1,5.59646,61729995,0.364596,1.86084,20.88981203,106.6182783,,
AIS,574182058,30,26,6,3642.26,0.964997,61730150,0.361715,1.86415,20.72474289,106.8079274,,
AIS,574111524,65,86,13,40093.6,0.818591,61730450,0.365686,1.86857,20.95226443,107.0611747,,
AIS,574899899,52,0,0,24765.6,5.63174,61730577,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014096,0,0,0,60386.2,1.06535,61730653,0.365966,1.87253,20.96830725,107.288066,,
AIS,574565173,30,38,7,26114.6,3.61833,61730885,0.357747,1.86164,20.49739323,106.664115,,
AIS,440301000,70,148,24,21488.1,1.60177,61730935,0.361283,1.86726,20.69999111,106.9861173,,
AIS,574003260,0,29,11,17086.5,0.932478,61730953,0.362987,1.86596,20.79762312,106.9116327,,
AIS,574014134,70,78,13,18212,5.97533,61731169,0.364114,1.86273,20.86219546,106.7265674,,
AIS,563158400,70,147,23,20958,1.64618,61731569,0.36114,1.86716,20.69179781,106.9803877,,
AIS,352003194,0,0,0,14467.4,0.0282668,61731623,0.36366,1.86372,20.83618318,106.7832902,,
AIS,574002938,0,0,0,20986.6,2.01166,61731744,0.359982,1.86684,20.6254493,106.962053,,
AIS,574003420,80,97,16,20142.8,2.75108,61731862,0.358466,1.86494,20.5385889,106.853191,,
AIS,574002938,0,0,0,20986.6,2.01166,61731913,0.359982,1.86684,20.6254493,106.962053,,
AIS,574110936,0,0,0,30055.8,1.46207,61731994,0.361898,1.86867,20.73522801,107.0669043,,
AIS,538005897,72,141,25,20433.7,1.5191,61732093,0.361554,1.86708,20.71551827,106.975804,,
AIS,574002938,0,0,0,20986.6,2.01166,61732093,0.359982,1.86684,20.6254493,106.962053,,
AIS,574002938,0,0,0,20986.6,2.01166,61732277,0.359982,1.86684,20.6254493,106.962053,,
AIS,574012147,70,80,13,37269.1,5.5604,61732395,0.365774,1.85951,20.95730646,106.542075,,
AIS,574912277,30,30,8,34444,5.53881,61732439,0.365364,1.85973,20.93381519,106.55468,,
AIS,574005800,70,172,28,16159.5,6.11773,61732535,0.363892,1.86321,20.8494758,106.7540693,,
AIS,441271000,72,141,24,16021.1,6.15203,61732552,0.363883,1.8633,20.84896014,106.759226,,
AIS,574003360,81,97,16,19269.6,1.63946,61732676,0.361181,1.86688,20.69414694,106.9643449,,
AIS,636014806,0,0,0,59737.9,1.137,61732964,0.365317,1.87276,20.93112228,107.301244,,
AIS,563228300,0,0,0,48780.3,1.47276,61732970,0.362128,1.8718,20.74840604,107.2462401,,
AIS,574014401,70,79,14,23540.8,5.69127,61733062,0.364455,1.86145,20.88173332,106.6532288,,
AIS,440301000,70,148,24,21487.1,1.60137,61733328,0.361285,1.86726,20.7001057,106.9861173,,
AIS,574006030,70,119,17,20314.8,5.83468,61733460,0.364263,1.86217,20.87073253,106.6944817,,
AIS,355632000,0,172,33,14077.1,0.380354,61733676,0.363441,1.86453,20.8236354,106.8296998,,
AIS,574001001,0,0,0,20953,5.73856,61733701,0.364202,1.86183,20.86723749,106.6750012,,
AIS,477547400,71,148,24,13925.8,0.356049,61733864,0.363438,1.86447,20.82346351,106.826262,,
AIS,574001530,70,79,12,26132.4,5.58947,61734164,0.364542,1.86084,20.88671806,106.6182783,,
AIS,574014611,70,109,20,27405.9,6.15783,61734205,0.365658,1.86308,20.95066015,106.7466209,,
AIS,373481000,70,229,32,39700.2,0.854219,61734318,0.365478,1.86868,20.9403469,107.0674773,,
AIS,995741966,152,4,4,17459.4,1.1985,61734411,0.362385,1.86638,20.76313106,106.935697,,
AIS,574955000,89,106,18,24962.9,3.65884,61734461,0.357983,1.86158,20.51091504,106.6606772,,
AIS,477833200,0,0,0,56276.2,1.16788,61734501,0.364841,1.87235,20.90384949,107.2777528,,
AIS,538008860,70,141,24,14500.3,0.28871,61734688,0.363571,1.86435,20.83108385,106.8193865,,
AIS,574014205,0,0,0,57183.6,3.91685,61734729,0.354972,1.85695,20.33839745,106.3953978,,
AIS,574012659,70,79,13,26322.7,5.59848,61734798,0.364589,1.86086,20.88941096,106.6194243,,
AIS,357787000,70,182,28,25425.6,2.63584,61735249,0.357898,1.86572,20.5060449,106.8978818,,
AIS,574012575,75,95,14,14503.8,0.578228,61735403,0.363296,1.86498,20.81532751,106.8554829,,
AIS,538007558,70,199,32,50361.8,1.93419,61735890,0.35857,1.87154,20.54454766,107.2313432,,
AIS,574000000,52,28,13,24841.7,5.62731,61736002,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574014565,70,79,14,57196.9,3.91796,61736007,0.354977,1.85694,20.33868392,106.3948248,,
AIS,754128076,0,0,0,17203.4,6.03102,61736074,0.364005,1.86293,20.85595022,106.7380265,,
AIS,574013126,70,64,11,20491.8,5.83373,61736190,0.364286,1.86216,20.87205034,106.6939088,,
AIS,995741972,152,4,4,21985.8,1.63502,61736247,0.361166,1.86733,20.6932875,106.990128,,
AIS,574401592,70,74,14,14203.3,0.48864,61737051,0.363358,1.86477,20.81887985,106.8434508,,
AIS,574560164,30,26,6,14390.3,2.29534,61737119,0.359892,1.86546,20.62029268,106.8829849,,
AIS,375637000,52,23,12,24748.5,5.63283,61737246,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014911,70,77,14,14309.2,0.0371663,61737382,0.363634,1.86374,20.83469349,106.7844361,,
AIS,574565733,30,26,6,2914.26,0.819801,61737464,0.361702,1.86401,20.72399804,106.799906,,
AIS,574708999,52,25,13,24795,5.63214,61737595,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574565733,30,26,6,2914.26,0.819801,61737849,0.361702,1.86401,20.72399804,106.799906,,
AIS,352003587,70,120,22,50271.9,2.1642,61738003,0.356969,1.87063,20.45281712,107.179204,,
AIS,574003940,52,41,10,45586.7,3.2758,61738048,0.354299,1.86263,20.29983739,106.7208378,,
AIS,574003420,80,97,16,20149.7,2.7505,61738088,0.358466,1.86494,20.5385889,106.853191,,
AIS,574000000,52,28,13,24774.2,5.63362,61738089,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574110251,60,60,12,27738.4,0.898096,61738095,0.3641,1.8673,20.86139332,106.9884091,,
AIS,417222429,80,95,20,13653.6,0.135487,61738409,0.363513,1.86396,20.8277607,106.7970412,,
AIS,574912288,0,0,0,34395.3,5.53831,61738660,0.365356,1.85973,20.93335682,106.55468,,
AIS,995741968,152,4,4,18548,1.36613,61739134,0.36198,1.8667,20.73992627,106.9540316,,
AIS,574373000,0,0,0,37176.7,5.55636,61739195,0.365748,1.8595,20.95581677,106.541502,,
AIS,574014918,0,0,0,20319.7,5.7964,61739316,0.364208,1.86206,20.86758126,106.6881792,,
AIS,574012022,70,21,5,11141.4,0.711717,61739317,0.362714,1.86487,20.78198137,106.8491803,,
AIS,574356000,70,125,18,27220.9,6.17332,61739324,0.365637,1.86315,20.94945693,106.7506316,,
AIS,995741970,152,4,4,20982.8,1.57556,61739373,0.361372,1.86717,20.70509043,106.9809606,,
AIS,574111524,65,86,13,40099.3,0.818542,61739475,0.365686,1.86857,20.95226443,107.0611747,,
AIS,574128295,35,47,8,16020.3,6.13642,61739477,0.363877,1.86326,20.84861636,106.7569341,,
AIS,574015007,70,71,12,17420.4,1.01729,61739538,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014134,70,78,13,18212,5.97533,61739571,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574401641,0,0,0,27382.3,5.65478,61739942,0.364865,1.86095,20.90522459,106.6245809,,
AIS,574568120,30,26,6,1968.51,0.663209,61740303,0.361633,1.86386,20.72004463,106.7913116,,
AIS,574491000,70,112,18,26286.3,2.21358,61740525,0.358915,1.86718,20.5643147,106.9815336,,
AIS,574014116,80,83,14,29632.7,2.76367,61740873,0.357066,1.86548,20.45837481,106.8841308,,
AIS,574003420,80,97,16,20152.9,2.75011,61741542,0.358466,1.86494,20.5385889,106.853191,,
AIS,574003360,81,97,16,19301.5,1.63883,61741741,0.361182,1.86688,20.69420424,106.9643449,,
AIS,357510000,80,95,16,20877,1.54834,61741965,0.361461,1.86715,20.71018976,106.9798147,,
AIS,574012424,0,0,0,22996.1,2.1934,61741981,0.359283,1.86678,20.58539955,106.9586153,,
AIS,574126291,70,60,9,38822.1,1.76928,61742230,0.360182,1.87004,20.63690846,107.1453995,,
AIS,441271000,72,141,24,16038.1,6.14972,61742739,0.363885,1.86329,20.84907473,106.758653,,
AIS,574112568,0,0,0,39572.7,0.809807,61743035,0.36567,1.86847,20.95134769,107.0554451,,
AIS,574225252,30,26,6,38709.7,2.98259,61743099,0.35539,1.86468,20.36234708,106.8382941,,
AIS,574014401,70,79,14,23540.5,5.69126,61743115,0.364455,1.86145,20.88173332,106.6532288,,
AIS,574012773,70,80,12,34340.2,5.66893,61743195,0.365793,1.86033,20.95839508,106.5890575,,
AIS,574013144,70,79,13,27238.3,6.25204,61743492,0.365663,1.86351,20.95094662,106.7712581,,
AIS,440301000,70,148,24,21477.9,1.59937,61743538,0.361291,1.86725,20.70044948,106.9855443,,
AIS,574191919,52,28,13,24781.5,5.63323,61743569,0.364485,1.86113,20.8834522,106.6348941,,
AIS,477547400,71,148,24,13926,0.356097,61743634,0.363438,1.86447,20.82346351,106.826262,,
AIS,357787000,70,182,28,25430,2.63612,61743805,0.357897,1.86572,20.5059876,106.8978818,,
AIS,574955000,89,106,18,24963.8,3.65891,61743805,0.357983,1.86158,20.51091504,106.6606772,,
AIS,574410000,0,0,0,28350.7,2.5854,61744019,0.35761,1.86616,20.48954371,106.9230919,,
AIS,941121212,0,0,0,14381.8,2.29423,61744125,0.359895,1.86546,20.62046457,106.8829849,,
AIS,941121212,0,0,0,14381.8,2.29423,61744495,0.359895,1.86546,20.62046457,106.8829849,,
AIS,574004380,80,144,23,18415.5,0.514578,61744528,0.363906,1.86517,20.85027794,106.8663691,,
AIS,477833200,0,0,0,56245.6,1.16823,61744556,0.364836,1.87235,20.90356301,107.2777528,,
AIS,941121212,0,0,0,14381.8,2.29423,61744678,0.359895,1.86546,20.62046457,106.8829849,,
AIS,563158400,70,147,23,21046,1.64373,61744811,0.361147,1.86717,20.69219888,106.9809606,,
AIS,574014205,0,0,0,57183.4,3.91684,61744813,0.354972,1.85695,20.33839745,106.3953978,,
AIS,312261000,70,108,18,21191.5,2.2636,61744957,0.359264,1.86639,20.58431093,106.9362699,,
AIS,574013615,0,0,0,37757.4,5.54952,61745038,0.365789,1.8594,20.95816589,106.5357724,,
AIS,636023585,0,0,0,59246.8,1.1473,61745088,0.365198,1.87273,20.92430409,107.2995252,,
AIS,574252548,200,10,6,4508.55,4.72291,61745156,0.361397,1.8629,20.70652283,106.7363077,,
AIS,538008860,70,141,24,14501.6,0.290725,61745406,0.36357,1.86435,20.83102656,106.8193865,,
AIS,355632000,0,172,33,14067.6,0.382148,61745514,0.363438,1.86453,20.82346351,106.8296998,,
AIS,574014565,70,79,14,57196.8,3.91797,61745879,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574000000,52,28,13,24841.7,5.62731,61746099,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574013126,70,64,11,20490.6,5.83251,61746127,0.364285,1.86215,20.87199304,106.6933358,,
AIS,352950568,30,54,15,2109.07,0.766823,61746380,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574565382,30,26,6,46206.8,2.96457,61746476,0.35425,1.86501,20.29702989,106.8572017,,
AIS,574708999,52,25,13,24794.9,5.63213,61746504,0.364484,1.86113,20.8833949,106.6348941,,
AIS,995741830,141,2,2,15312,0.65513,61746566,0.363295,1.86522,20.81527022,106.8692339,,
AIS,353368000,74,267,35,21358.5,1.95618,61747116,0.360128,1.86697,20.63381448,106.9695015,,
AIS,352003587,70,120,22,50275.3,2.16488,61747271,0.356965,1.87063,20.45258793,107.179204,,
AIS,375637000,52,23,12,24748.5,5.63283,61747444,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014992,70,74,14,20843.6,1.53393,61747446,0.361508,1.86715,20.71288266,106.9798147,,
AIS,574000000,52,28,13,24774.5,5.63359,61747541,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574014574,70,98,16,14354,0.243735,61747842,0.363576,1.86423,20.83137033,106.812511,,
AIS,574401734,70,72,11,14195.6,0.146183,61748102,0.363594,1.864,20.83240166,106.799333,,
AIS,574400613,70,69,12,25010,0.728032,61748336,0.364319,1.86645,20.8739411,106.9397077,,
AIS,574003420,80,97,16,20161.5,2.74933,61748337,0.358465,1.86494,20.5385316,106.853191,,
AIS,574401033,70,99,16,19301,1.65644,61749166,0.361129,1.86688,20.69116756,106.9643449,,
AIS,574012693,80,79,12,26136.3,4.04643,61749195,0.358853,1.86021,20.56076237,106.582182,,
AIS,574013507,70,79,12,57190.4,3.91729,61749218,0.354974,1.85695,20.33851204,106.3953978,,
AIS,574003940,52,41,10,45586.2,3.27572,61749326,0.354299,1.86263,20.29983739,106.7208378,,
AIS,574110869,0,0,0,28266.5,0.897349,61750715,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574003400,90,32,9,17114.7,6.03593,61751007,0.363994,1.86295,20.85531997,106.7391724,,
AIS,563158400,70,147,23,21084.4,1.6428,61751196,0.36115,1.86718,20.69237077,106.9815336,,
AIS,441271000,72,141,24,16051.5,6.14796,61751459,0.363886,1.86329,20.84913202,106.758653,,
AIS,563228300,0,0,0,48736.2,1.47365,61753071,0.362121,1.87179,20.74800497,107.2456671,,
AIS,574014205,0,0,0,57182.8,3.91683,61753151,0.354972,1.85695,20.33839745,106.3953978,,
AIS,563158400,70,147,23,21096.1,1.6425,61753220,0.361151,1.86718,20.69242807,106.9815336,,
AIS,574321485,0,0,0,1926.1,0.616654,61753321,0.361636,1.86384,20.72021652,106.7901657,,
AIS,377265000,0,0,0,24829.5,5.62596,61753322,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574014401,70,79,14,23540.4,5.69126,61753752,0.364455,1.86145,20.88173332,106.6532288,,
AIS,574889665,200,10,6,30574.8,2.9837,61753915,0.35665,1.86446,20.43453976,106.8256891,,
AIS,477833200,0,0,0,56215.3,1.1686,61754658,0.364831,1.87234,20.90327654,107.2771798,,
AIS,352001416,70,100,16,23044.7,5.69581,61755031,0.3644,1.86151,20.87858205,106.6566665,,
AIS,538008860,70,141,24,14502.9,0.292385,61755139,0.363569,1.86435,20.83096926,106.8193865,,
AIS,574566201,30,26,6,2103.08,0.765817,61755179,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574013698,70,71,10,17739.9,0.813894,61755431,0.363301,1.86582,20.81561399,106.9036113,,
AIS,574012575,75,95,14,14466.5,0.575284,61755567,0.363295,1.86497,20.81527022,106.8549099,,
AIS,574012563,70,79,13,13542,0.0988686,61755622,0.363505,1.86388,20.82730233,106.7924575,,
AIS,574000000,52,28,13,24841.7,5.62731,61755649,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574000990,70,79,13,43030.2,5.65489,61755699,0.366851,1.8594,21.01901401,106.5357724,,
AIS,574703151,200,10,6,1867.06,0.574852,61755770,0.361636,1.86382,20.72021652,106.7890198,,
AIS,574013464,33,67,11,14057.9,0.276594,61755901,0.363512,1.8643,20.8277034,106.8165217,,
AIS,574401177,33,51,8,15526.9,6.20829,61756384,0.36382,1.86346,20.8453505,106.7683933,,
AIS,574014565,70,79,14,57196.9,3.91796,61756420,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574703151,200,10,6,1867.06,0.574852,61756461,0.361636,1.86382,20.72021652,106.7890198,,
AIS,574708999,52,25,13,24794.9,5.63213,61756708,0.364484,1.86113,20.8833949,106.6348941,,
AIS,477548900,71,172,28,14018.5,0.120402,61756710,0.363574,1.86393,20.83125574,106.7953223,,
AIS,375637000,52,23,12,24748.5,5.63283,61756951,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574100207,33,45,8,15926.9,6.16872,61757167,0.363873,1.86335,20.84838718,106.7620908,,
AIS,574003050,0,0,0,13731.5,0.173168,61757271,0.363513,1.86405,20.8277607,106.8021978,,
AIS,574013405,0,0,0,37331.1,5.56617,61757512,0.365804,1.85953,20.95902533,106.5432209,,
AIS,574002860,70,75,12,19731.9,1.76038,61757813,0.360804,1.8669,20.67254643,106.9654908,,
AIS,574110251,60,60,12,27739.4,0.898054,61757813,0.364101,1.8673,20.86145062,106.9884091,,
AIS,574014911,70,77,14,14266.7,0.0420074,61758418,0.363627,1.86375,20.83429242,106.7850091,,
AIS,574373000,0,0,0,37176.1,5.55637,61758538,0.365748,1.8595,20.95581677,106.541502,,
AIS,574356000,70,125,18,27219.1,6.17334,61758541,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574912288,0,0,0,34395.4,5.53832,61758762,0.365356,1.85973,20.93335682,106.55468,,
AIS,574000000,52,28,13,24774.2,5.63362,61758961,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574401033,70,99,16,19337,1.65578,61758979,0.36113,1.86688,20.69122486,106.9643449,,
AIS,574014992,70,74,14,20826.8,1.53274,61759274,0.361512,1.86714,20.71311184,106.9792418,,
AIS,574899899,52,0,0,24765.9,5.63175,61760607,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014134,70,78,13,18211.6,5.97532,61760795,0.364114,1.86273,20.86219546,106.7265674,,
AIS,352003194,0,0,0,14493.5,0.0248845,61760846,0.363664,1.86371,20.83641236,106.7827172,,
AIS,574491000,70,112,18,26345.2,2.20917,61761162,0.358924,1.8672,20.56483037,106.9826795,,
AIS,574003260,0,29,11,17091.4,0.932016,61761242,0.362988,1.86596,20.79768041,106.9116327,,
AIS,574983786,0,10,10,2021.86,0.654217,61761324,0.361642,1.86386,20.72056029,106.7913116,,
AIS,574401782,70,66,11,18388.3,0.745509,61761841,0.36351,1.86575,20.82758881,106.8996006,,
AIS,574112568,0,0,0,39572.7,0.809807,61762951,0.36567,1.86847,20.95134769,107.0554451,,
AIS,574003360,81,97,16,19376.5,1.63734,61763607,0.361186,1.8669,20.69443342,106.9654908,,
AIS,574006030,70,119,17,20312.8,5.83471,61763751,0.364262,1.86217,20.87067524,106.6944817,,
AIS,574410000,0,0,0,28263.3,2.58479,61763855,0.357623,1.86615,20.49028856,106.9225189,,
AIS,563228300,0,0,0,48712.5,1.47416,61763910,0.362117,1.87179,20.74777579,107.2456671,,
AIS,355632000,0,172,33,14054.1,0.38493,61763942,0.363434,1.86454,20.82323433,106.8302727,,
AIS,574912277,30,30,8,34445,5.53881,61763967,0.365364,1.85973,20.93381519,106.55468,,
AIS,574004380,80,144,23,18413.9,0.514717,61764367,0.363905,1.86517,20.85022064,106.8663691,,
AIS,574012575,75,95,14,14449.6,0.573937,61764711,0.363294,1.86497,20.81521292,106.8549099,,
AIS,574014611,70,109,20,27405,6.15783,61765073,0.365658,1.86308,20.95066015,106.7466209,,
AIS,477833200,0,0,0,56183.1,1.16901,61765270,0.364826,1.87234,20.90299006,107.2771798,,
AIS,574013698,70,71,10,17741.9,0.814003,61765459,0.363301,1.86582,20.81561399,106.9036113,,
AIS,574000000,52,28,13,24842.2,5.62733,61765551,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574000990,70,79,13,43030.2,5.65489,61765553,0.366851,1.8594,21.01901401,106.5357724,,
AIS,574014575,7,37,10,16987.9,0.878362,61765563,0.363091,1.86585,20.80358188,106.9053302,,
AIS,563158400,70,147,23,21177.9,1.64055,61765699,0.361156,1.8672,20.69271455,106.9826795,,
AIS,574014116,80,83,14,29695.2,2.7651,61765914,0.357055,1.86548,20.45774455,106.8841308,,
AIS,353368000,74,267,35,21473.1,1.95127,61766022,0.360136,1.867,20.63427285,106.9712204,,
AIS,372765000,0,0,0,57018.9,1.92559,61766310,0.358267,1.87261,20.52718704,107.2926497,,
AIS,574013126,70,64,11,20488.3,5.83015,61766390,0.364281,1.86215,20.87176386,106.6933358,,
AIS,754128076,0,0,0,17203.8,6.03098,61766658,0.364005,1.86293,20.85595022,106.7380265,,
AIS,574111388,60,0,0,31906.5,0.745835,61766739,0.365066,1.86729,20.91674104,106.9878361,,
AIS,574000000,52,28,13,24774.8,5.63364,61768152,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574003420,80,97,16,20177.5,2.74668,61768324,0.358466,1.86495,20.5385889,106.853764,,
AIS,574013074,70,77,10,26976.5,1.77913,61768326,0.360511,1.86808,20.65575877,107.0330998,,
AIS,574560171,30,45,6,2111.49,0.768527,61768417,0.361628,1.8639,20.71975815,106.7936034,,
AIS,352003587,70,120,22,50280.9,2.16646,61768481,0.356954,1.87062,20.45195768,107.1786311,,
AIS,574002860,70,75,12,19724.6,1.76171,61768767,0.360801,1.8669,20.67237454,106.9654908,,
AIS,574013714,70,71,11,18378.9,0.510164,61769751,0.363907,1.86516,20.85033524,106.8657961,,
AIS,574014134,70,78,13,18211.3,5.97536,61770148,0.364114,1.86273,20.86219546,106.7265674,,
AIS,995741869,147,5,5,18384.1,1.45999,61770381,0.361707,1.86672,20.72428452,106.9551775,,
AIS,574395000,80,0,0,12540.5,2.35043,61771111,0.360006,1.86515,20.6268244,106.8652232,,
AIS,574014587,70,95,16,27696,6.23167,61771191,0.365731,1.86341,20.95484274,106.7655285,,
AIS,574110869,0,0,0,28263.9,0.897302,61771352,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574003260,0,29,11,17095.6,0.931824,61771487,0.362989,1.86596,20.79773771,106.9116327,,
AIS,353368000,74,267,35,21511.1,1.94963,61771563,0.360139,1.867,20.63444474,106.9712204,,
AIS,352003194,0,0,0,14504,0.0235446,61771741,0.363666,1.86371,20.83652695,106.7827172,,
AIS,574003360,81,97,16,19404.3,1.63683,61772059,0.361187,1.8669,20.69449071,106.9654908,,
AIS,538005897,72,141,25,20314.4,1.51126,61772420,0.361578,1.86706,20.71689336,106.9746581,,
AIS,574006030,70,119,17,20313.4,5.83465,61773511,0.364262,1.86217,20.87067524,106.6944817,,
AIS,355632000,0,172,33,14048,0.386415,61773672,0.363432,1.86454,20.82311974,106.8302727,,
AIS,377265000,0,0,0,24829.5,5.62596,61773803,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574400554,70,72,12,15355.2,0.638141,61773883,0.363325,1.86519,20.81698909,106.867515,,
AIS,574410000,0,0,0,28223.6,2.58456,61773953,0.357628,1.86615,20.49057504,106.9225189,,
AIS,574012659,70,79,13,26415.3,5.602,61774443,0.364609,1.86086,20.89055687,106.6194243,,
AIS,574012575,75,95,14,14431,0.572428,61774523,0.363294,1.86496,20.81521292,106.854337,,
AIS,312261000,70,108,18,21191,2.26357,61774844,0.359264,1.86639,20.58431093,106.9362699,,
AIS,574191919,52,28,13,24779.9,5.63326,61774924,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574014911,70,77,14,14231.5,0.0452568,61774927,0.363621,1.86376,20.83394864,106.785582,,
AIS,754128076,0,0,0,17204.2,6.03098,61775293,0.364005,1.86293,20.85595022,106.7380265,,
AIS,574013126,70,64,11,20487.6,5.82889,61775858,0.364279,1.86214,20.87164927,106.6927629,,
AIS,574173382,30,27,7,43490,3.65886,61775914,0.355454,1.86005,20.36601401,106.5730147,,
AIS,574401846,0,0,0,20291.7,5.82791,61776227,0.36425,1.86215,20.86998769,106.6933358,,
AIS,574002990,80,92,15,19319.5,6.14315,61776280,0.364392,1.8632,20.87812369,106.7534964,,
AIS,574014574,70,98,16,14380.9,0.249377,61776896,0.363577,1.86425,20.83142763,106.813657,,
AIS,574401734,70,72,11,14191.9,0.140258,61777380,0.363595,1.86399,20.83245895,106.7987601,,
AIS,574565733,30,26,6,2815.7,0.816274,61777436,0.361692,1.864,20.72342508,106.799333,,
AIS,574013405,0,0,0,37331.1,5.56617,61777681,0.365804,1.85953,20.95902533,106.5432209,,
AIS,574003420,80,97,16,20183.1,2.7453,61777991,0.358467,1.86496,20.53864619,106.854337,,
AIS,574012703,0,0,0,26544.2,5.60174,61778018,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574912255,0,0,0,34442.7,5.53903,61778125,0.365364,1.85973,20.93381519,106.55468,,
AIS,563158400,70,147,23,21251.7,1.63846,61778805,0.361162,1.86721,20.69305832,106.9832525,,
AIS,574014734,70,79,14,41404.7,0.727064,61778842,0.366242,1.86828,20.98412088,107.0445589,,
AIS,574820000,80,118,18,16788.5,6.06428,61779165,0.363962,1.86304,20.8534865,106.7443291,,
AIS,574014911,70,77,14,14222.2,0.0461358,61779190,0.36362,1.86376,20.83389135,106.785582,,
AIS,353089000,0,0,0,54425,1.72224,61779682,0.360088,1.87268,20.63152265,107.2966604,,
AIS,574110869,0,0,0,28263.9,0.897302,61779750,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574000820,35,66,13,16009.8,6.13596,61780149,0.363876,1.86326,20.84855907,106.7569341,,
