Unnamed: 0,ID radar,range,bearbing,timestamp,h?p nh?t,length,lat ,lon,lat_new,lon_new,length
Radar,1193,28453.8,2.31916,61691085,0,0.0,,,20.5321769,106.9797415,2
Radar,1194,25924.1,2.35735,61721169,0,0.0,,,20.54123945,106.955338,17
Radar,1195,20177.5,2.56851,61701533,0,0.0,,,20.55380202,106.8845687,17
Radar,1196,27899.0,2.65014,61691639,0,0.0,,,20.48514146,106.9059363,2
Radar,1197,19486.4,2.74782,61721782,0,0.0,,,20.54444828,106.8512995,47
Radar,1198,24778.3,3.00859,61722234,0,0.0,,,20.4854796,106.8110556,27
Radar,1199,28647.0,3.07914,61702292,0,0.0,,,20.44926249,106.7966702,17
Radar,1200,2146.52,3.0555,62172369,0,0.0,,,20.68688899,106.7812725,72
Radar,1201,2343.74,3.12947,61942477,0,0.0,,,20.68504747,106.7797728,97
Radar,1202,2112.49,3.19322,62062569,0,0.0,,,20.68714855,106.7784531,97
Radar,1203,20219.3,3.24269,61692548,0,0.0,,,20.52539518,106.7599029,17
Radar,1204,64794.3,3.45531,62313024,1,17.0,,,20.1524539,106.5874764,2
Radar,1205,2895.12,3.41306,61712903,0,0.0,,,20.68104524,106.7720447,35
Radar,1206,11274.4,1.18229,62319419,1,17.0,,,20.74446522,106.879704,80
Radar,1207,15760.9,1.11073,61739219,0,0.0,,,20.76896344,106.9151209,30
Radar,1208,17338.2,1.34848,62319674,1,20.0,,,20.74044146,106.9419084,99574187522
Radar,1209,13257.5,1.36869,62199692,0,0.0,,,20.73000604,106.9042261,75
Radar,1210,18479.4,1.49895,61679842,0,0.0,,,20.71801641,106.9565078,20
Radar,1211,27004.9,1.57977,61789941,0,0.0,,,20.70392312,107.0388293,57456123460
Radar,1212,22542.6,1.64208,61730048,0,0.0,,,20.69167709,106.9954365,25
Radar,1213,38913.3,1.82609,62320443,1,67.0,,,20.61782512,107.1410893,90
Radar,1214,29258.4,1.91094,62320551,1,63602180720.0,,,20.6184135,107.0443827,72
Radar,1215,41928.3,1.95404,61870541,0,0.0,,,20.56526023,107.1529456,2
Radar,1216,25161.3,1.8201,62320424,1,3533680002.0,,,20.65033259,107.0136646,35336800090
Radar,1217,31542.8,2.02745,61700695,0,0.0,,,20.58115653,107.0513799,2
Radar,1218,13312.3,2.25191,62321121,1,57456016420.0,,,20.63080172,106.8788182,94105018077
Radar,1219,5813.22,2.27617,61741103,0,0.0,,,20.67224429,106.8220049,65
Radar,1220,30983.6,2.42732,61701292,0,0.0,,,20.49580288,106.9744148,2
Radar,1221,28261.4,2.65935,61721670,0,5741039280.0,,,20.48117737,106.9053694,5741039280
Radar,1222,33146.0,2.73384,61701780,0,0.0,,,20.43275736,106.9057271,17
Radar,1223,24362.7,2.73334,61701780,0,0.0,,,20.50523336,106.8723858,20
Radar,1224,18890.9,2.85678,61731959,0,0.0,,,20.54323738,106.8304743,67
Radar,1225,32692.1,3.01008,61732204,0,0.0,,,20.41495921,106.8206703,2
Radar,1226,2053.23,3.10811,61982411,0,0.0,,,20.68766594,106.7801601,87
Radar,1227,25700.2,3.3001,61702649,0,0.0,,,20.47812639,106.7405424,17
Radar,1228,1598.16,3.28933,61812731,0,0.0,,,20.69189994,106.7772408,97
Radar,1229,2582.81,3.34692,61702739,0,0.0,,,20.6833857,106.7744428,35
Radar,1230,38441.6,1.80225,61750285,0,0.0,,,20.62688493,107.138827,2
Radar,1231,5591.37,1.97846,62320678,0,0.0,,,20.68618637,106.8287959,27
